stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,9.022,2.023,0.000,0,9,2125555076.595,960943626.083,76
refined,9.022,2.023,0.000,0,9,2125555076.595,960943626.083,76
