stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,81.140,2.023,0.000,0,9,4803833820.992,403702321.290,76
refined,93.353,2.023,0.000,0,9,4803833820.992,354789360.946,76
