stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,84.517,2.023,0.000,0,9,2968702421.109,240322495.824,76
refined,212.128,2.023,0.000,0,9,2968702421.109,100651559.106,76
