stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.328,-6.485,-2.014,-0.800,-1.109,-0.341,1.849,-0.689,-1.996,215915261.015,0.205
norefined,2,-0.938,-6.669,-2.074,-0.745,-1.054,-0.262,1.732,-0.642,-1.816,193878201.062,0.141
norefined,3,-1.378,-6.687,-2.119,-0.698,-1.039,-0.155,1.622,-0.528,-1.690,180997533.902,0.206
norefined,4,-0.956,-6.839,-2.170,-0.635,-1.008,-0.086,1.527,-0.505,-1.527,167511302.228,0.140
norefined,5,-1.407,-6.815,-2.228,-0.587,-1.015,0.002,1.425,-0.397,-1.425,158032786.913,0.206
norefined,6,-0.968,-6.947,-2.264,-0.522,-0.991,0.067,1.354,-0.396,-1.268,147529837.988,0.139
norefined,7,-1.418,-6.897,-2.344,-0.468,-0.998,0.143,1.256,-0.289,-1.171,140666156.630,0.206
norefined,8,-0.960,-7.010,-2.371,-0.408,-0.976,0.190,1.213,-0.309,-1.035,133417448.196,0.137
norefined,9,-1.409,-6.939,-2.468,-0.354,-0.977,0.249,1.116,-0.208,-0.946,128379062.880,0.203
norefined,10,-0.936,-7.038,-2.491,-0.304,-0.951,0.269,1.099,-0.247,-0.846,124314490.088,0.133
refined,11,-0.936,-7.038,-2.491,-0.304,-0.951,0.269,1.099,-0.247,-0.846,124314490.088,0.133
refined,12,-0.703,-3.489,-1.891,0.364,0.148,-0.546,-0.445,0.229,0.691,150046735.960,0.201
refined,13,-0.609,-3.714,-1.795,0.016,-0.145,-0.130,0.123,-0.095,0.051,75321143.138,0.164
refined,14,-0.691,-4.213,-1.980,0.031,-0.173,-0.143,0.152,-0.061,0.059,73549727.357,0.164
refined,15,-0.716,-4.387,-2.033,0.047,-0.191,-0.168,0.150,-0.058,0.063,73379975.250,0.163
refined,16,-0.726,-4.452,-2.054,0.053,-0.200,-0.177,0.145,-0.057,0.065,73360012.568,0.163
refined,17,-0.729,-4.474,-2.061,0.055,-0.203,-0.181,0.143,-0.057,0.066,73357663.935,0.163
refined,18,-0.730,-4.481,-2.064,0.056,-0.204,-0.182,0.143,-0.057,0.066,73357391.855,0.163
refined,19,-0.730,-4.484,-2.064,0.056,-0.204,-0.182,0.142,-0.057,0.066,73357360.578,0.163
refined,20,-0.730,-4.485,-2.065,0.056,-0.204,-0.182,0.142,-0.056,0.066,73357356.994,0.163
