stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,98.561,1.765,0.000,57,0,9,2421669889.924,124314490.088
refined,170.730,1.765,0.000,57,0,9,2421669889.924,73357356.994
