stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.102,-5.611,-2.872,-0.107,-0.234,-0.594,-0.747,-0.998,0.439,1560009281.051,1584,0,0,0.018
norefined,2,-0.592,-5.570,-2.900,-0.171,-0.209,-0.639,-0.753,-0.977,0.431,999271515.103,1584,0,0,0.106
norefined,3,-1.073,-5.511,-2.929,-0.225,-0.199,-0.658,-0.737,-0.875,0.431,869547666.566,1584,0,0,0.195
norefined,4,-1.181,-5.349,-3.218,-0.174,-0.187,-0.558,-0.530,-0.612,0.498,786691179.088,1584,0,0,0.221
norefined,5,-1.100,-5.209,-3.452,-0.098,-0.214,-0.447,-0.336,-0.277,0.485,742173761.330,1584,0,0,0.211
norefined,6,-1.422,-5.156,-3.316,0.008,-0.324,-0.343,-0.235,-0.019,0.366,774094260.413,1584,0,0,0.276
norefined,7,-0.946,-5.194,-3.426,-0.040,-0.395,-0.354,-0.243,-0.012,0.318,733789328.001,1584,0,0,0.182
norefined,8,-1.408,-5.158,-3.288,-0.022,-0.433,-0.317,-0.197,0.077,0.271,761955947.982,1584,0,0,0.273
norefined,9,-0.929,-5.194,-3.395,-0.059,-0.495,-0.321,-0.196,0.078,0.223,726257284.822,1584,0,0,0.179
norefined,10,-1.403,-5.154,-3.273,-0.046,-0.516,-0.288,-0.151,0.142,0.187,754325611.989,1584,0,0,0.272
refined,11,-0.929,-5.194,-3.395,-0.059,-0.495,-0.321,-0.196,0.078,0.223,726257284.822,1584,0,0,0.179
refined,12,-0.384,-0.718,-0.577,-0.360,-0.137,0.513,0.419,0.303,-1.067,1388124315.674,1584,0,0,0.535
refined,13,-0.326,-1.516,-0.950,-0.057,-0.107,-0.050,0.078,0.206,-0.062,668195800.108,1584,0,0,0.215
refined,14,-0.398,-1.950,-1.223,-0.074,-0.084,-0.100,0.026,0.210,0.027,646043225.633,1584,0,0,0.204
refined,15,-0.466,-2.241,-1.418,-0.117,-0.139,-0.079,0.050,0.241,-0.024,640281655.286,1584,0,0,0.208
refined,16,-0.527,-2.503,-1.587,-0.150,-0.189,-0.056,0.093,0.274,-0.110,637405830.528,1584,0,0,0.211
refined,17,-0.580,-2.741,-1.733,-0.174,-0.233,-0.037,0.138,0.305,-0.198,635882649.600,1584,0,0,0.212
refined,18,-0.624,-2.947,-1.853,-0.191,-0.269,-0.022,0.180,0.331,-0.276,635084741.723,1584,0,0,0.212
refined,19,-0.658,-3.114,-1.946,-0.201,-0.298,-0.012,0.216,0.352,-0.340,634680790.767,1584,0,0,0.211
refined,20,-0.685,-3.243,-2.016,-0.208,-0.319,-0.005,0.244,0.368,-0.389,634483591.915,1584,0,0,0.211
