stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.796,"[-1.356, -0.237]",0.559,-2.375,0.020
norefined,c,-5.646,"[-9.569, -1.722]",3.923,-2.400,0.019
norefined,s,-2.882,"[-4.782, -0.982]",1.900,-2.530,0.014
norefined,k0,-0.294,"[-0.818, 0.231]",0.524,-0.934,0.354
norefined,k1,-0.508,"[-1.476, 0.461]",0.968,-0.875,0.385
norefined,k2,-0.077,"[-0.708, 0.553]",0.631,-0.204,0.839
norefined,k3,-0.446,"[-1.16, 0.269]",0.714,-1.041,0.302
norefined,k4,0.124,"[-0.375, 0.623]",0.499,0.414,0.680
norefined,k5,0.667,"[-0.281, 1.615]",0.948,1.174,0.245
refined,tt,-1.085,"[-1.514, -0.657]",0.429,-4.223,0.000
refined,c,-5.919,"[-8.358, -3.479]",2.439,-4.047,0.000
refined,s,-2.721,"[-3.801, -1.641]",1.080,-4.202,0.000
refined,k0,-0.329,"[-0.704, 0.047]",0.376,-1.458,0.149
refined,k1,-0.877,"[-1.564, -0.189]",0.688,-2.126,0.037
refined,k2,0.456,"[-0.004, 0.917]",0.461,1.652,0.103
refined,k3,0.118,"[-0.543, 0.778]",0.660,0.298,0.767
refined,k4,0.626,"[0.178, 1.075]",0.449,2.328,0.023
refined,k5,-0.352,"[-1.269, 0.564]",0.917,-0.641,0.524
