stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.248,-6.086,-2.638,0.818,1.208,-1.253,1.825,-1.722,1.333,1951057761.430,1584,0,0,0.369
norefined,2,-1.872,-6.249,-2.781,0.686,1.102,-1.274,1.719,-1.693,1.189,1413870798.928,1584,0,0,0.300
norefined,3,-1.497,-6.377,-2.906,0.502,1.044,-1.284,1.594,-1.702,1.034,953399474.032,1584,0,0,0.235
norefined,4,-1.158,-6.517,-2.963,0.269,0.974,-1.239,1.437,-1.693,0.869,596433380.275,1584,0,0,0.178
norefined,5,-0.759,-6.625,-3.039,0.093,0.921,-1.173,1.318,-1.642,0.737,475881770.086,1584,0,0,0.114
norefined,6,-1.155,-6.674,-3.029,-0.104,0.889,-1.055,1.177,-1.537,0.660,431738135.215,1584,0,0,0.173
norefined,7,-0.758,-6.761,-3.101,-0.273,0.819,-0.970,1.042,-1.452,0.542,348007273.400,1584,0,0,0.112
norefined,8,-1.203,-6.777,-3.058,-0.414,0.782,-0.880,0.935,-1.364,0.500,329925811.482,1584,0,0,0.177
norefined,9,-0.800,-6.844,-3.129,-0.564,0.698,-0.792,0.798,-1.281,0.376,263471038.053,1584,0,0,0.117
norefined,10,-1.266,-6.834,-3.072,-0.659,0.665,-0.708,0.721,-1.211,0.337,264325992.376,1584,0,0,0.185
refined,11,-0.800,-6.844,-3.129,-0.564,0.698,-0.792,0.798,-1.281,0.376,263471038.053,1584,0,0,0.117
refined,12,-0.507,-2.124,-1.074,0.015,-0.760,0.833,-0.157,1.003,-0.487,717495613.229,1584,0,0,0.239
refined,13,-0.484,-3.214,-1.388,-0.124,0.050,0.054,0.145,-0.079,0.233,147354976.017,1584,0,0,0.151
refined,14,-0.736,-4.680,-2.258,-0.324,-0.090,0.072,0.157,-0.029,0.231,101702097.016,1584,0,0,0.157
refined,15,-0.914,-5.717,-2.793,-0.389,-0.188,0.114,0.113,-0.058,0.219,97839726.373,1584,0,0,0.160
refined,16,-0.891,-5.612,-2.716,-0.387,-0.191,0.104,0.115,-0.020,0.222,97750818.560,1584,0,0,0.159
refined,17,-0.905,-5.685,-2.760,-0.390,-0.197,0.105,0.115,-0.027,0.220,97739948.474,1584,0,0,0.159
refined,18,-0.899,-5.656,-2.743,-0.388,-0.195,0.104,0.115,-0.023,0.221,97738282.066,1584,0,0,0.159
refined,19,-0.902,-5.668,-2.750,-0.389,-0.196,0.104,0.115,-0.024,0.221,97737979.913,1584,0,0,0.159
refined,20,-0.901,-5.663,-2.747,-0.389,-0.195,0.104,0.115,-0.023,0.221,97737928.366,1584,0,0,0.159
