attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.229,"[-1.799, -0.659]",0.570,-3.595,0.001,31,0.150,218798308.100,0.152,-1.000,-0.229,0,0,fn
c,-7.233,"[-10.704, -3.763]",3.470,-3.477,0.001,31,0.150,218798308.100,0.152,-6.000,-1.233,0,0,fn
s,-3.671,"[-5.66, -1.683]",1.988,-3.079,0.003,31,0.150,218798308.100,0.152,-3.000,-0.671,0,0,fn
k0,-0.130,"[-0.813, 0.553]",0.683,-0.317,0.752,31,0.150,218798308.100,0.152,0.000,-0.130,0,0,fp
k1,-0.037,"[-0.683, 0.61]",0.646,-0.095,0.925,31,0.150,218798308.100,0.152,0.000,-0.037,0,0,fp
k2,0.488,"[-0.201, 1.177]",0.689,1.182,0.242,31,0.150,218798308.100,0.152,0.000,0.488,0,0,fp
k3,-0.584,"[-1.281, 0.112]",0.696,-1.399,0.166,31,0.150,218798308.100,0.152,0.000,-0.584,0,0,fp
k4,0.642,"[-0.168, 1.451]",0.810,1.322,0.191,31,0.150,218798308.100,0.152,0.000,0.642,0,0,fp
k5,-0.028,"[-0.733, 0.676]",0.704,-0.067,0.946,31,0.150,218798308.100,0.152,0.000,-0.028,0,0,fp
vot,0.170,,,,,31,0.150,218798308.100,0.152,0.167,0.003,0,0,fn
tt,-1.070,"[-1.678, -0.463]",0.608,-2.937,0.005,31,0.200,350958858.695,0.193,-1.000,-0.070,0,0,fn
c,-5.596,"[-8.746, -2.446]",3.150,-2.963,0.004,31,0.200,350958858.695,0.193,-6.000,0.404,0,0,fn
s,-2.746,"[-4.627, -0.866]",1.880,-2.436,0.018,31,0.200,350958858.695,0.193,-3.000,0.254,0,0,fn
k0,-1.083,"[-2.04, -0.126]",0.957,-1.887,0.064,31,0.200,350958858.695,0.193,0.000,-1.083,0,1,fp
k1,0.326,"[-0.333, 0.984]",0.659,0.825,0.412,31,0.200,350958858.695,0.193,0.000,0.326,0,0,fp
k2,0.981,"[0.069, 1.892]",0.911,1.795,0.077,31,0.200,350958858.695,0.193,0.000,0.981,0,1,fp
k3,0.272,"[-0.333, 0.877]",0.605,0.750,0.456,31,0.200,350958858.695,0.193,0.000,0.272,0,0,fp
k4,-0.034,"[-0.856, 0.787]",0.822,-0.070,0.945,31,0.200,350958858.695,0.193,0.000,-0.034,0,0,fp
k5,-0.369,"[-1.203, 0.465]",0.834,-0.739,0.463,31,0.200,350958858.695,0.193,0.000,-0.369,0,0,fp
vot,0.191,,,,,31,0.200,350958858.695,0.193,0.167,0.025,0,0,fn
tt,-2.885,"[-5.823, 0.052]",2.938,-1.638,0.106,31,0.250,569975056.965,0.235,-1.000,-1.885,1,0,fn
c,-16.163,"[-32.721, 0.394]",16.557,-1.628,0.108,31,0.250,569975056.965,0.235,-6.000,-10.163,1,0,fn
s,-9.308,"[-18.931, 0.315]",9.623,-1.613,0.111,31,0.250,569975056.965,0.235,-3.000,-6.308,1,0,fn
k0,-0.713,"[-2.976, 1.55]",2.263,-0.525,0.601,31,0.250,569975056.965,0.235,0.000,-0.713,0,0,fp
k1,-1.514,"[-3.685, 0.657]",2.171,-1.163,0.249,31,0.250,569975056.965,0.235,0.000,-1.514,0,0,fp
k2,-2.216,"[-4.802, 0.371]",2.587,-1.429,0.158,31,0.250,569975056.965,0.235,0.000,-2.216,0,0,fp
k3,1.347,"[-0.223, 2.916]",1.570,1.431,0.157,31,0.250,569975056.965,0.235,0.000,1.347,0,0,fp
k4,1.412,"[-1.274, 4.098]",2.686,0.877,0.384,31,0.250,569975056.965,0.235,0.000,1.412,0,0,fp
k5,3.437,"[-0.625, 7.499]",4.062,1.411,0.163,31,0.250,569975056.965,0.235,0.000,3.437,0,0,fp
vot,0.179,,,,,31,0.250,569975056.965,0.235,0.167,0.012,0,0,fn
