stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.380,"[-2.433, -0.328]",1.053,-2.187,0.032
norefined,c,-5.734,"[-10.36, -1.108]",4.626,-2.067,0.043
norefined,s,-3.215,"[-5.89, -0.539]",2.675,-2.004,0.049
norefined,k0,0.303,"[-1.262, 1.869]",1.566,0.323,0.748
norefined,k1,0.371,"[-0.946, 1.688]",1.317,0.469,0.640
norefined,k2,-0.471,"[-1.458, 0.516]",0.987,-0.796,0.429
norefined,k3,-0.295,"[-1.624, 1.035]",1.329,-0.370,0.713
norefined,k4,-0.739,"[-2.055, 0.576]",1.315,-0.937,0.352
norefined,k5,0.658,"[-0.592, 1.908]",1.250,0.878,0.383
refined,tt,-0.455,"[-0.672, -0.239]",0.217,-3.502,0.001
refined,c,-3.131,"[-4.476, -1.785]",1.345,-3.882,0.000
refined,s,-1.219,"[-1.786, -0.652]",0.567,-3.585,0.001
refined,k0,0.865,"[0.186, 1.544]",0.679,2.126,0.037
refined,k1,-0.537,"[-1.151, 0.077]",0.614,-1.459,0.149
refined,k2,-0.087,"[-0.542, 0.368]",0.455,-0.319,0.751
refined,k3,-0.765,"[-1.387, -0.142]",0.622,-2.049,0.044
refined,k4,-0.061,"[-0.529, 0.408]",0.469,-0.215,0.830
refined,k5,-0.021,"[-0.474, 0.431]",0.453,-0.079,0.937
