attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.457,"[-2.067, -0.848]",0.610,-3.987,0.000,8,0.150,210397490.404,0.146,-1.000,-0.457,0,0,fn
c,-8.048,"[-11.497, -4.599]",3.449,-3.892,0.000,8,0.150,210397490.404,0.146,-6.000,-2.048,0,0,fn
s,-4.058,"[-5.849, -2.267]",1.791,-3.779,0.000,8,0.150,210397490.404,0.146,-3.000,-1.058,0,0,fn
k0,-0.514,"[-1.279, 0.251]",0.765,-1.120,0.267,8,0.150,210397490.404,0.146,0.000,-0.514,0,0,fp
k1,0.563,"[-0.189, 1.315]",0.752,1.248,0.216,8,0.150,210397490.404,0.146,0.000,0.563,0,0,fp
k2,0.178,"[-0.43, 0.786]",0.608,0.488,0.627,8,0.150,210397490.404,0.146,0.000,0.178,0,0,fp
k3,-0.074,"[-0.726, 0.578]",0.652,-0.189,0.851,8,0.150,210397490.404,0.146,0.000,-0.074,0,0,fp
k4,0.763,"[0.049, 1.477]",0.714,1.782,0.079,8,0.150,210397490.404,0.146,0.000,0.763,0,1,fp
k5,0.357,"[-0.314, 1.028]",0.671,0.888,0.378,8,0.150,210397490.404,0.146,0.000,0.357,0,0,fp
vot,0.181,,,,,8,0.150,210397490.404,0.146,0.167,0.014,0,0,fn
tt,-0.659,"[-0.908, -0.409]",0.250,-4.403,0.000,8,0.200,263946388.814,0.164,-1.000,0.341,0,0,fn
c,-3.904,"[-5.306, -2.502]",1.402,-4.644,0.000,8,0.200,263946388.814,0.164,-6.000,2.096,0,0,fn
s,-2.029,"[-2.803, -1.254]",0.775,-4.367,0.000,8,0.200,263946388.814,0.164,-3.000,0.971,0,0,fn
k0,0.125,"[-0.314, 0.564]",0.439,0.475,0.637,8,0.200,263946388.814,0.164,0.000,0.125,0,0,fp
k1,0.212,"[-0.221, 0.645]",0.433,0.816,0.417,8,0.200,263946388.814,0.164,0.000,0.212,0,0,fp
k2,-0.109,"[-0.469, 0.25]",0.360,-0.508,0.613,8,0.200,263946388.814,0.164,0.000,-0.109,0,0,fp
k3,0.274,"[-0.142, 0.689]",0.416,1.100,0.275,8,0.200,263946388.814,0.164,0.000,0.274,0,0,fp
k4,-0.183,"[-0.567, 0.201]",0.384,-0.795,0.430,8,0.200,263946388.814,0.164,0.000,-0.183,0,0,fp
k5,0.111,"[-0.263, 0.485]",0.374,0.496,0.622,8,0.200,263946388.814,0.164,0.000,0.111,0,0,fp
vot,0.169,,,,,8,0.200,263946388.814,0.164,0.167,0.002,0,0,fn
tt,-0.455,"[-0.672, -0.239]",0.217,-3.502,0.001,8,0.250,498782087.137,0.230,-1.000,0.545,0,0,fn
c,-3.131,"[-4.476, -1.785]",1.345,-3.882,0.000,8,0.250,498782087.137,0.230,-6.000,2.869,0,0,fn
s,-1.219,"[-1.786, -0.652]",0.567,-3.585,0.001,8,0.250,498782087.137,0.230,-3.000,1.781,0,0,fn
k0,0.865,"[0.186, 1.544]",0.679,2.126,0.037,8,0.250,498782087.137,0.230,0.000,0.865,0,1,fp
k1,-0.537,"[-1.151, 0.077]",0.614,-1.459,0.149,8,0.250,498782087.137,0.230,0.000,-0.537,0,0,fp
k2,-0.087,"[-0.542, 0.368]",0.455,-0.319,0.751,8,0.250,498782087.137,0.230,0.000,-0.087,0,0,fp
k3,-0.765,"[-1.387, -0.142]",0.622,-2.049,0.044,8,0.250,498782087.137,0.230,0.000,-0.765,0,1,fp
k4,-0.061,"[-0.529, 0.408]",0.469,-0.215,0.830,8,0.250,498782087.137,0.230,0.000,-0.061,0,0,fp
k5,-0.021,"[-0.474, 0.431]",0.453,-0.079,0.937,8,0.250,498782087.137,0.230,0.000,-0.021,0,0,fp
vot,0.145,,,,,8,0.250,498782087.137,0.230,0.167,-0.021,0,0,fn
