attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-2.173,"[-3.762, -0.584]",1.589,-2.729,0.008,100,0.150,96827059.315,0.101,-1.000,-1.173,0,0,fn
c,-12.439,"[-19.909, -4.968]",7.471,-3.323,0.001,100,0.150,96827059.315,0.101,-6.000,-6.439,0,0,fn
s,-6.798,"[-11.346, -2.25]",4.548,-2.984,0.004,100,0.150,96827059.315,0.101,-3.000,-3.798,0,0,fn
k0,-1.448,"[-2.621, -0.275]",1.173,-2.465,0.016,100,0.150,96827059.315,0.101,0.000,-1.448,0,1,fp
k1,-1.343,"[-3.393, 0.707]",2.050,-1.308,0.195,100,0.150,96827059.315,0.101,0.000,-1.343,0,0,fp
k2,-0.280,"[-1.094, 0.535]",0.815,-0.685,0.496,100,0.150,96827059.315,0.101,0.000,-0.280,0,0,fp
k3,1.206,"[-0.067, 2.478]",1.273,1.891,0.063,100,0.150,96827059.315,0.101,0.000,1.206,0,1,fp
k4,1.337,"[-0.13, 2.804]",1.467,1.819,0.073,100,0.150,96827059.315,0.101,0.000,1.337,0,1,fp
k5,1.864,"[0.584, 3.145]",1.280,2.907,0.005,100,0.150,96827059.315,0.101,0.000,1.864,0,1,fp
vot,0.175,,,,,100,0.150,96827059.315,0.101,0.167,0.008,0,0,fn
tt,-1.030,"[-1.391, -0.67]",0.361,-5.700,0.000,100,0.200,77709152.692,0.090,-1.000,-0.030,0,0,fn
c,-6.703,"[-8.851, -4.554]",2.148,-6.228,0.000,100,0.200,77709152.692,0.090,-6.000,-0.703,0,0,fn
s,-3.295,"[-4.494, -2.095]",1.200,-5.482,0.000,100,0.200,77709152.692,0.090,-3.000,-0.295,0,0,fn
k0,-0.919,"[-1.612, -0.226]",0.693,-2.648,0.010,100,0.200,77709152.692,0.090,0.000,-0.919,0,1,fp
k1,0.064,"[-0.384, 0.512]",0.448,0.284,0.777,100,0.200,77709152.692,0.090,0.000,0.064,0,0,fp
k2,-0.109,"[-0.622, 0.403]",0.513,-0.426,0.672,100,0.200,77709152.692,0.090,0.000,-0.109,0,0,fp
k3,-0.077,"[-0.499, 0.345]",0.422,-0.364,0.717,100,0.200,77709152.692,0.090,0.000,-0.077,0,0,fp
k4,0.353,"[-0.303, 1.01]",0.657,1.073,0.287,100,0.200,77709152.692,0.090,0.000,0.353,0,0,fp
k5,1.273,"[0.366, 2.179]",0.907,2.802,0.007,100,0.200,77709152.692,0.090,0.000,1.273,0,1,fp
vot,0.154,,,,,100,0.200,77709152.692,0.090,0.167,-0.013,0,0,fn
tt,-1.045,"[-1.555, -0.535]",0.510,-4.088,0.000,100,0.250,120770203.593,0.115,-1.000,-0.045,0,0,fn
c,-6.881,"[-9.802, -3.96]",2.921,-4.702,0.000,100,0.250,120770203.593,0.115,-6.000,-0.881,0,0,fn
s,-3.572,"[-5.335, -1.809]",1.763,-4.044,0.000,100,0.250,120770203.593,0.115,-3.000,-0.572,0,0,fn
k0,-0.848,"[-1.722, 0.026]",0.874,-1.937,0.057,100,0.250,120770203.593,0.115,0.000,-0.848,0,1,fp
k1,-0.301,"[-1.057, 0.455]",0.756,-0.795,0.429,100,0.250,120770203.593,0.115,0.000,-0.301,0,0,fp
k2,-0.079,"[-0.668, 0.51]",0.589,-0.268,0.790,100,0.250,120770203.593,0.115,0.000,-0.079,0,0,fp
k3,0.330,"[-0.273, 0.934]",0.603,1.093,0.278,100,0.250,120770203.593,0.115,0.000,0.330,0,0,fp
k4,0.349,"[-0.456, 1.154]",0.805,0.865,0.390,100,0.250,120770203.593,0.115,0.000,0.349,0,0,fp
k5,1.360,"[0.221, 2.498]",1.139,2.384,0.020,100,0.250,120770203.593,0.115,0.000,1.360,0,1,fp
vot,0.152,,,,,100,0.250,120770203.593,0.115,0.167,-0.015,0,0,fn
