stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.110,"[-1.603, -0.618]",0.493,-4.500,0.000
norefined,c,-7.382,"[-10.377, -4.387]",2.995,-4.919,0.000
norefined,s,-3.749,"[-5.351, -2.148]",1.602,-4.673,0.000
norefined,k0,-0.050,"[-0.957, 0.858]",0.908,-0.109,0.913
norefined,k1,0.614,"[-0.04, 1.268]",0.654,1.873,0.065
norefined,k2,-0.386,"[-1.142, 0.369]",0.756,-1.020,0.311
norefined,k3,-0.231,"[-0.799, 0.337]",0.568,-0.811,0.420
norefined,k4,-0.027,"[-0.945, 0.891]",0.918,-0.059,0.953
norefined,k5,0.327,"[-1.057, 1.712]",1.385,0.472,0.639
refined,tt,-1.030,"[-1.391, -0.67]",0.361,-5.700,0.000
refined,c,-6.703,"[-8.851, -4.554]",2.148,-6.228,0.000
refined,s,-3.295,"[-4.494, -2.095]",1.200,-5.482,0.000
refined,k0,-0.919,"[-1.612, -0.226]",0.693,-2.648,0.010
refined,k1,0.064,"[-0.384, 0.512]",0.448,0.284,0.777
refined,k2,-0.109,"[-0.622, 0.403]",0.513,-0.426,0.672
refined,k3,-0.077,"[-0.499, 0.345]",0.422,-0.364,0.717
refined,k4,0.353,"[-0.303, 1.01]",0.657,1.073,0.287
refined,k5,1.273,"[0.366, 2.179]",0.907,2.802,0.007
