stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.589,"[-0.975, -0.202]",0.386,-3.041,0.003
norefined,c,-6.269,"[-9.479, -3.059]",3.210,-3.898,0.000
norefined,s,-4.032,"[-5.918, -2.147]",1.886,-4.269,0.000
norefined,k0,1.497,"[0.327, 2.667]",1.170,2.554,0.013
norefined,k1,-0.107,"[-1.259, 1.044]",1.152,-0.186,0.853
norefined,k2,0.867,"[0.243, 1.491]",0.624,2.773,0.007
norefined,k3,0.035,"[-0.637, 0.707]",0.672,0.105,0.917
norefined,k4,-1.299,"[-2.346, -0.252]",1.047,-2.477,0.016
norefined,k5,-1.026,"[-2.111, 0.06]",1.085,-1.886,0.064
refined,tt,-0.901,"[-1.214, -0.588]",0.313,-5.746,0.000
refined,c,-6.091,"[-8.113, -4.068]",2.022,-6.011,0.000
refined,s,-2.938,"[-3.793, -2.083]",0.855,-6.857,0.000
refined,k0,0.291,"[-0.256, 0.838]",0.547,1.061,0.293
refined,k1,0.212,"[-0.327, 0.751]",0.539,0.785,0.435
refined,k2,0.255,"[-0.149, 0.659]",0.404,1.258,0.213
refined,k3,0.130,"[-0.29, 0.549]",0.420,0.617,0.540
refined,k4,-0.144,"[-0.67, 0.381]",0.525,-0.549,0.585
refined,k5,-0.222,"[-0.582, 0.137]",0.359,-1.235,0.221
