stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,69.376,2.023,0.000,76,0,9,2737237023.239,265258511.560
refined,286.363,2.023,0.000,76,0,9,2737237023.239,69355589.580
