stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,60.151,2.023,0.000,76,0,9,2853644522.463,314278879.913
refined,225.999,2.023,0.000,76,0,9,2853644522.463,91001838.309
