stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.730,"[-1.255, -0.205]",0.525,-2.777,0.007
norefined,c,-6.067,"[-9.998, -2.135]",3.931,-3.080,0.003
norefined,s,-2.519,"[-4.408, -0.63]",1.889,-2.662,0.010
norefined,k0,-0.098,"[-1.303, 1.108]",1.206,-0.161,0.872
norefined,k1,0.476,"[-0.341, 1.293]",0.817,1.163,0.249
norefined,k2,-0.355,"[-1.232, 0.521]",0.876,-0.809,0.421
norefined,k3,-1.189,"[-2.707, 0.329]",1.518,-1.564,0.123
norefined,k4,0.911,"[-0.372, 2.193]",1.282,1.417,0.161
norefined,k5,0.625,"[-0.467, 1.717]",1.092,1.143,0.257
refined,tt,-0.636,"[-0.83, -0.441]",0.194,-6.529,0.000
refined,c,-3.963,"[-5.156, -2.77]",1.193,-6.629,0.000
refined,s,-2.087,"[-2.706, -1.469]",0.619,-6.733,0.000
refined,k0,-0.006,"[-0.449, 0.438]",0.444,-0.027,0.979
refined,k1,0.027,"[-0.266, 0.319]",0.292,0.182,0.856
refined,k2,-0.203,"[-0.542, 0.136]",0.339,-1.193,0.237
refined,k3,0.291,"[-0.066, 0.648]",0.357,1.626,0.109
refined,k4,0.031,"[-0.385, 0.447]",0.416,0.148,0.883
refined,k5,-0.494,"[-0.922, -0.065]",0.428,-2.301,0.025
