stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.680,"[-1.215, -0.144]",0.535,-2.534,0.014
norefined,c,-6.102,"[-10.232, -1.973]",4.129,-2.950,0.004
norefined,s,-2.508,"[-4.504, -0.511]",1.996,-2.507,0.015
norefined,k0,-0.156,"[-1.374, 1.062]",1.218,-0.255,0.799
norefined,k1,0.360,"[-0.5, 1.219]",0.859,0.835,0.407
norefined,k2,-0.381,"[-1.278, 0.515]",0.896,-0.849,0.399
norefined,k3,-1.239,"[-2.869, 0.39]",1.630,-1.518,0.134
norefined,k4,0.865,"[-0.443, 2.174]",1.308,1.321,0.191
norefined,k5,0.736,"[-0.386, 1.859]",1.122,1.310,0.195
refined,tt,-0.823,"[-1.144, -0.503]",0.320,-5.134,0.000
refined,c,-5.057,"[-6.885, -3.229]",1.828,-5.520,0.000
refined,s,-2.538,"[-3.529, -1.548]",0.991,-5.114,0.000
refined,k0,-0.299,"[-0.881, 0.283]",0.582,-1.027,0.308
refined,k1,-0.064,"[-0.42, 0.291]",0.356,-0.361,0.719
refined,k2,0.189,"[-0.29, 0.668]",0.479,0.787,0.434
refined,k3,-0.051,"[-0.51, 0.408]",0.459,-0.222,0.825
refined,k4,-0.113,"[-0.702, 0.477]",0.590,-0.381,0.704
refined,k5,0.099,"[-0.387, 0.585]",0.486,0.408,0.685
