stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,90.544,2.023,0.000,0,9,3698272639.439,280966308.514,76
refined,177.672,2.023,0.000,0,9,3698272639.439,148725963.144,76
