stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,66.617,1.857,0.000,0,9,1568751411.289,72378777.078,38
refined,108.364,1.857,0.000,0,9,1568751411.289,45300116.773,38
