stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,80.537,1.765,0.000,0,9,2218174212.125,137768244.412,57
refined,218.534,1.765,0.000,0,9,2218174212.125,52845041.235,57
