stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.562,-7.894,-4.378,-0.310,-0.827,1.725,-1.746,1.292,1.190,130364774.569,0.325
norefined,2,-2.191,-7.901,-4.610,-0.323,-0.778,1.627,-1.789,1.088,1.133,100212980.339,0.277
norefined,3,-1.839,-7.877,-4.835,-0.236,-0.734,1.584,-1.826,0.890,0.983,62839441.484,0.233
norefined,4,-1.462,-7.875,-5.010,-0.163,-0.711,1.555,-1.837,0.681,0.819,31147365.363,0.186
norefined,5,-1.380,-7.983,-4.988,-0.186,-0.917,1.443,-1.691,0.350,0.607,27001882.215,0.173
norefined,6,-1.852,-7.976,-4.890,-0.192,-0.990,1.390,-1.618,0.372,0.668,43871454.812,0.232
norefined,7,-1.399,-8.021,-4.968,-0.164,-0.934,1.394,-1.635,0.219,0.571,25050337.304,0.174
norefined,8,-1.866,-8.019,-4.859,-0.171,-1.004,1.341,-1.561,0.257,0.643,42312380.204,0.233
norefined,9,-1.411,-8.065,-4.934,-0.149,-0.942,1.348,-1.580,0.109,0.550,23506578.636,0.175
norefined,10,-1.876,-8.064,-4.823,-0.157,-1.009,1.294,-1.506,0.158,0.629,41026279.921,0.233
refined,11,-1.411,-8.065,-4.934,-0.149,-0.942,1.348,-1.580,0.109,0.550,23506578.636,0.175
refined,12,-2.005,-11.143,-5.192,-0.317,-0.351,-0.615,-0.309,0.017,-1.443,6826665.709,0.180
refined,13,-2.488,-13.333,-6.043,-0.748,-0.613,-1.115,-1.001,-0.244,-2.116,6276253.165,0.187
refined,14,-1.873,-10.414,-4.783,-0.456,-0.627,-0.810,-0.489,-0.260,-1.280,6226597.877,0.180
refined,15,-2.477,-13.370,-6.071,-0.757,-0.674,-1.070,-0.885,-0.283,-2.069,6189769.818,0.185
refined,16,-1.962,-10.836,-4.965,-0.531,-0.637,-0.892,-0.570,-0.275,-1.397,6198106.703,0.181
refined,17,-2.460,-13.278,-6.037,-0.754,-0.664,-1.072,-0.877,-0.274,-2.054,6180686.276,0.185
refined,18,-1.997,-11.007,-5.041,-0.544,-0.637,-0.904,-0.591,-0.272,-1.444,6189870.390,0.181
refined,19,-2.452,-13.236,-6.021,-0.747,-0.659,-1.069,-0.873,-0.269,-2.044,6177933.829,0.185
refined,20,-2.010,-11.072,-5.071,-0.550,-0.636,-0.909,-0.599,-0.271,-1.462,6187188.781,0.182
