stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.194,"[-2.014, -0.375]",0.820,-2.431,0.018
norefined,c,-5.619,"[-9.562, -1.675]",3.944,-2.377,0.020
norefined,s,-3.016,"[-5.015, -1.017]",1.999,-2.516,0.014
norefined,k0,0.211,"[-0.652, 1.074]",0.863,0.407,0.685
norefined,k1,-0.089,"[-1.668, 1.489]",1.579,-0.094,0.925
norefined,k2,0.223,"[-0.542, 0.987]",0.764,0.486,0.629
norefined,k3,0.430,"[-0.398, 1.258]",0.828,0.867,0.389
norefined,k4,-0.627,"[-1.435, 0.181]",0.808,-1.294,0.200
norefined,k5,0.304,"[-0.537, 1.144]",0.840,0.603,0.549
refined,tt,-0.614,"[-0.933, -0.296]",0.319,-3.215,0.002
refined,c,-4.155,"[-6.217, -2.093]",2.062,-3.361,0.001
refined,s,-1.843,"[-2.735, -0.951]",0.892,-3.445,0.001
refined,k0,-0.083,"[-0.576, 0.411]",0.494,-0.280,0.781
refined,k1,0.227,"[-0.567, 1.02]",0.793,0.477,0.635
refined,k2,0.267,"[-0.172, 0.707]",0.439,1.014,0.314
refined,k3,-0.177,"[-0.652, 0.298]",0.475,-0.620,0.537
refined,k4,-0.443,"[-0.961, 0.076]",0.519,-1.424,0.159
refined,k5,0.167,"[-0.385, 0.719]",0.552,0.505,0.615
