stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,12.734,2.347,0.000,0,9,634346571.153,50909680.439,19
refined,12.734,2.347,0.000,0,9,634346571.153,50909680.439,19
