stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.517,"[-1.509, 0.476]",0.992,-0.944,0.368
norefined,c,-4.293,"[-13.078, 4.492]",8.785,-0.886,0.397
norefined,s,-1.550,"[-4.082, 0.982]",2.532,-1.110,0.293
norefined,k0,-0.224,"[-2.272, 1.824]",2.048,-0.199,0.847
norefined,k1,-1.558,"[-5.483, 2.366]",3.925,-0.720,0.488
norefined,k2,0.839,"[-1.65, 3.328]",2.489,0.611,0.555
norefined,k3,-0.022,"[-2.277, 2.233]",2.255,-0.018,0.986
norefined,k4,-1.058,"[-4.398, 2.282]",3.340,-0.574,0.578
norefined,k5,-1.005,"[-5.197, 3.187]",4.192,-0.435,0.673
refined,tt,-0.517,"[-1.509, 0.476]",0.992,-0.944,0.368
refined,c,-4.293,"[-13.078, 4.492]",8.785,-0.886,0.397
refined,s,-1.550,"[-4.082, 0.982]",2.532,-1.110,0.293
refined,k0,-0.224,"[-2.272, 1.824]",2.048,-0.199,0.847
refined,k1,-1.558,"[-5.483, 2.366]",3.925,-0.720,0.488
refined,k2,0.839,"[-1.65, 3.328]",2.489,0.611,0.555
refined,k3,-0.022,"[-2.277, 2.233]",2.255,-0.018,0.986
refined,k4,-1.058,"[-4.398, 2.282]",3.340,-0.574,0.578
refined,k5,-1.005,"[-5.197, 3.187]",4.192,-0.435,0.673
