stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,15.953,2.347,0.000,19,0,9,637934786.135,41538607.615
refined,51.990,2.347,0.000,19,0,9,637934786.135,13348395.477
