stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.586,"[-2.656, -0.516]",1.070,-2.518,0.018
norefined,c,-6.048,"[-9.871, -2.226]",3.822,-2.689,0.012
norefined,s,-4.259,"[-7.016, -1.501]",2.758,-2.624,0.014
norefined,k0,-1.028,"[-2.271, 0.214]",1.243,-1.406,0.170
norefined,k1,0.337,"[-1.16, 1.834]",1.497,0.383,0.705
norefined,k2,-1.114,"[-2.458, 0.231]",1.344,-1.407,0.170
norefined,k3,1.527,"[0.288, 2.766]",1.239,2.094,0.045
norefined,k4,-0.396,"[-1.21, 0.419]",0.815,-0.825,0.416
norefined,k5,0.050,"[-0.849, 0.949]",0.899,0.095,0.925
refined,tt,-1.026,"[-1.368, -0.684]",0.342,-5.102,0.000
refined,c,-6.387,"[-8.38, -4.395]",1.993,-5.447,0.000
refined,s,-3.242,"[-4.491, -1.993]",1.249,-4.411,0.000
refined,k0,0.280,"[-0.237, 0.797]",0.517,0.920,0.365
refined,k1,-0.275,"[-0.92, 0.37]",0.645,-0.724,0.475
refined,k2,-0.468,"[-1.178, 0.242]",0.710,-1.119,0.272
refined,k3,-0.127,"[-0.683, 0.43]",0.557,-0.386,0.702
refined,k4,0.182,"[-0.304, 0.669]",0.486,0.637,0.529
refined,k5,0.374,"[-0.119, 0.867]",0.493,1.289,0.208
