stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.221,"[-2.045, -0.396]",0.825,-2.954,0.004
norefined,c,-6.432,"[-10.353, -2.511]",3.921,-3.274,0.002
norefined,s,-2.890,"[-4.981, -0.799]",2.091,-2.759,0.007
norefined,k0,0.793,"[-0.815, 2.401]",1.608,0.984,0.329
norefined,k1,1.041,"[-0.042, 2.124]",1.083,1.918,0.059
norefined,k2,-1.485,"[-3.027, 0.057]",1.542,-1.922,0.059
norefined,k3,0.926,"[-0.257, 2.11]",1.183,1.563,0.123
norefined,k4,-1.498,"[-3.446, 0.45]",1.948,-1.535,0.129
norefined,k5,-0.877,"[-1.778, 0.023]",0.901,-1.944,0.056
refined,tt,-1.232,"[-1.623, -0.841]",0.391,-6.288,0.000
refined,c,-7.640,"[-9.83, -5.45]",2.190,-6.964,0.000
refined,s,-3.580,"[-4.907, -2.252]",1.328,-5.381,0.000
refined,k0,0.442,"[-0.415, 1.3]",0.857,1.030,0.307
refined,k1,-0.013,"[-0.675, 0.649]",0.662,-0.040,0.968
refined,k2,-0.563,"[-1.18, 0.055]",0.617,-1.820,0.073
refined,k3,-0.555,"[-1.063, -0.047]",0.508,-2.179,0.033
refined,k4,-0.419,"[-1.216, 0.379]",0.798,-1.048,0.298
refined,k5,0.479,"[-0.003, 0.962]",0.482,1.985,0.051
