attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.574,"[-0.819, -0.329]",0.245,-3.898,0.000,4.782,ngd,15,324660552.932,0.187,-1.000,0.426,0,0,fn
c,-4.732,"[-6.458, -3.006]",1.726,-4.568,0.000,4.782,ngd,15,324660552.932,0.187,-6.000,1.268,0,0,fn
s,-2.759,"[-3.838, -1.679]",1.079,-4.259,0.000,4.782,ngd,15,324660552.932,0.187,-3.000,0.241,0,0,fn
vot,0.121,,,,,4.782,ngd,15,324660552.932,0.187,0.167,-0.045,0,0,fn
tt,0.900,"[-0.507, 2.306]",1.407,1.065,0.290,5.353,lm,15,7327594065.726,0.886,-1.000,1.900,1,0,fn
c,-4.343,"[-11.795, 3.109]",7.452,-0.971,0.335,5.353,lm,15,7327594065.726,0.886,-6.000,1.657,1,0,fn
s,-2.965,"[-7.926, 1.996]",4.961,-0.996,0.323,5.353,lm,15,7327594065.726,0.886,-3.000,0.035,1,0,fn
vot,-0.207,,,,,5.353,lm,15,7327594065.726,0.886,0.167,-0.374,0,0,fn
tt,-0.872,"[-1.113, -0.63]",0.241,-6.019,0.000,10.119,ngd+lm,15,170752745.119,0.135,-1.000,0.128,0,0,fn
c,-5.451,"[-6.904, -3.998]",1.453,-6.252,0.000,10.119,ngd+lm,15,170752745.119,0.135,-6.000,0.549,0,0,fn
s,-2.742,"[-3.443, -2.041]",0.701,-6.519,0.000,10.119,ngd+lm,15,170752745.119,0.135,-3.000,0.258,0,0,fn
vot,0.160,,,,,10.119,ngd+lm,15,170752745.119,0.135,0.167,-0.007,0,0,fn
