stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.669,"[-1.03, -0.307]",0.362,-3.693,0.000
norefined,c,-5.433,"[-8.544, -2.322]",3.111,-3.486,0.001
norefined,s,-3.420,"[-5.373, -1.467]",1.953,-3.495,0.001
norefined,k0,-0.170,"[-1.151, 0.811]",0.981,-0.346,0.730
norefined,k1,-0.950,"[-2.15, 0.249]",1.200,-1.581,0.119
norefined,k2,-1.182,"[-2.52, 0.157]",1.339,-1.762,0.083
norefined,k3,-0.767,"[-1.741, 0.207]",0.974,-1.571,0.121
norefined,k4,0.420,"[-0.365, 1.206]",0.786,1.068,0.289
norefined,k5,0.325,"[-0.775, 1.425]",1.100,0.590,0.557
refined,tt,-0.970,"[-1.376, -0.564]",0.406,-4.773,0.000
refined,c,-5.467,"[-7.73, -3.204]",2.263,-4.823,0.000
refined,s,-3.033,"[-4.336, -1.73]",1.303,-4.645,0.000
refined,k0,-0.301,"[-1.038, 0.437]",0.738,-0.813,0.419
refined,k1,-0.499,"[-1.07, 0.071]",0.571,-1.746,0.085
refined,k2,-0.312,"[-1.257, 0.633]",0.945,-0.659,0.512
refined,k3,-0.192,"[-0.93, 0.546]",0.738,-0.520,0.605
refined,k4,-0.261,"[-0.909, 0.387]",0.648,-0.804,0.424
refined,k5,-0.200,"[-0.942, 0.542]",0.742,-0.538,0.593
