stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.507,"[-1.035, 0.022]",0.528,-1.914,0.060
norefined,c,-5.196,"[-10.902, 0.51]",5.706,-1.818,0.074
norefined,s,-3.682,"[-8.082, 0.719]",4.401,-1.670,0.100
norefined,k0,0.370,"[-1.419, 2.159]",1.789,0.413,0.681
norefined,k1,-0.727,"[-2.518, 1.065]",1.792,-0.810,0.421
norefined,k2,-0.891,"[-3.42, 1.637]",2.529,-0.703,0.484
norefined,k3,-0.445,"[-1.921, 1.032]",1.477,-0.601,0.550
norefined,k4,0.979,"[-0.713, 2.671]",1.692,1.155,0.252
norefined,k5,0.712,"[-1.373, 2.797]",2.085,0.682,0.498
refined,tt,-0.227,"[-0.303, -0.15]",0.077,-5.885,0.000
refined,c,-1.496,"[-2.021, -0.972]",0.525,-5.691,0.000
refined,s,-0.813,"[-1.114, -0.512]",0.301,-5.391,0.000
refined,k0,0.654,"[0.261, 1.046]",0.392,3.326,0.001
refined,k1,0.197,"[-0.043, 0.436]",0.239,1.641,0.105
refined,k2,0.346,"[-0.048, 0.741]",0.395,1.751,0.085
refined,k3,-0.236,"[-0.553, 0.081]",0.317,-1.488,0.142
refined,k4,-0.086,"[-0.412, 0.241]",0.326,-0.524,0.602
refined,k5,0.331,"[-0.012, 0.673]",0.343,1.926,0.058
