stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.037,-4.615,-3.755,0.269,-1.683,-0.820,-0.014,1.637,0.841,2149960601.274,0.008
norefined,2,-0.497,-4.635,-3.750,0.185,-1.686,-0.886,-0.128,1.526,0.803,997893904.869,0.107
norefined,3,-0.939,-4.670,-3.723,0.097,-1.618,-0.959,-0.250,1.387,0.778,618877483.400,0.201
norefined,4,-0.998,-4.845,-3.690,-0.050,-1.386,-1.051,-0.492,1.143,0.665,472031342.009,0.206
norefined,5,-0.788,-5.041,-3.662,-0.149,-1.176,-1.104,-0.698,0.944,0.499,403444035.075,0.156
norefined,6,-1.193,-5.100,-3.598,-0.270,-1.082,-1.157,-0.770,0.731,0.459,417448506.095,0.234
norefined,7,-0.731,-5.228,-3.610,-0.268,-1.062,-1.129,-0.826,0.738,0.335,384830352.189,0.140
norefined,8,-1.206,-5.221,-3.572,-0.336,-1.052,-1.154,-0.814,0.609,0.342,396997882.700,0.231
norefined,9,-0.741,-5.344,-3.585,-0.333,-1.042,-1.121,-0.860,0.627,0.222,374678562.617,0.139
norefined,10,-1.223,-5.322,-3.556,-0.385,-1.048,-1.136,-0.828,0.520,0.239,384582777.442,0.230
refined,11,-0.741,-5.344,-3.585,-0.333,-1.042,-1.121,-0.860,0.627,0.222,374678562.617,0.139
refined,12,-1.270,-6.659,-4.382,-0.838,-0.681,-0.505,-0.046,-0.270,-0.917,300932743.047,0.191
refined,13,-1.491,-7.637,-4.806,-1.166,-0.627,-0.278,0.203,-0.486,-1.207,298695859.299,0.195
refined,14,-1.479,-7.560,-4.823,-1.119,-0.643,-0.205,0.077,-0.445,-1.109,298599341.032,0.196
refined,15,-1.497,-7.632,-4.835,-1.158,-0.625,-0.186,0.109,-0.469,-1.162,298582890.867,0.196
refined,16,-1.493,-7.632,-4.850,-1.135,-0.634,-0.196,0.095,-0.460,-1.130,298579146.738,0.196
refined,17,-1.494,-7.623,-4.837,-1.151,-0.627,-0.183,0.096,-0.465,-1.151,298577923.403,0.196
refined,18,-1.495,-7.640,-4.852,-1.140,-0.632,-0.194,0.099,-0.463,-1.136,298577344.862,0.196
refined,19,-1.494,-7.623,-4.840,-1.148,-0.629,-0.184,0.095,-0.464,-1.147,298577046.724,0.196
refined,20,-1.495,-7.638,-4.850,-1.142,-0.631,-0.192,0.099,-0.464,-1.139,298576855.866,0.196
