attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.255,"[-1.765, -0.745]",0.510,-4.102,0.000,12.975,ngd,30,277997842.625,0.170,-1.000,-0.255,0,0,fn
c,-6.513,"[-9.198, -3.829]",2.685,-4.047,0.000,12.975,ngd,30,277997842.625,0.170,-6.000,-0.513,0,0,fn
s,-3.560,"[-4.97, -2.149]",1.410,-4.210,0.000,12.975,ngd,30,277997842.625,0.170,-3.000,-0.560,0,0,fn
k0,0.538,"[-0.318, 1.394]",0.856,1.049,0.298,12.975,ngd,30,277997842.625,0.170,0.000,0.538,0,0,fp
k1,-0.599,"[-1.702, 0.504]",1.103,-0.906,0.368,12.975,ngd,30,277997842.625,0.170,0.000,-0.599,0,0,fp
k2,-1.160,"[-1.985, -0.334]",0.826,-2.343,0.022,12.975,ngd,30,277997842.625,0.170,0.000,-1.160,0,1,fp
k3,1.422,"[0.266, 2.579]",1.156,2.052,0.044,12.975,ngd,30,277997842.625,0.170,0.000,1.422,0,1,fp
k4,-0.139,"[-0.65, 0.372]",0.511,-0.454,0.651,12.975,ngd,30,277997842.625,0.170,0.000,-0.139,0,0,fp
k5,1.393,"[0.45, 2.336]",0.943,2.464,0.016,12.975,ngd,30,277997842.625,0.170,0.000,1.393,0,1,fp
vot,0.193,,,,,12.975,ngd,30,277997842.625,0.170,0.167,0.026,0,0,fn
tt,-0.853,"[-1.16, -0.546]",0.307,-4.636,0.000,11.472,lm,30,187999999.928,0.140,-1.000,0.147,0,0,fn
c,-5.295,"[-7.01, -3.581]",1.715,-5.151,0.000,11.472,lm,30,187999999.928,0.140,-6.000,0.705,0,0,fn
s,-2.298,"[-3.022, -1.574]",0.724,-5.293,0.000,11.472,lm,30,187999999.928,0.140,-3.000,0.702,0,0,fn
k0,0.110,"[-0.411, 0.632]",0.521,0.353,0.725,11.472,lm,30,187999999.928,0.140,0.000,0.110,0,0,fp
k1,0.509,"[-0.156, 1.174]",0.665,1.276,0.207,11.472,lm,30,187999999.928,0.140,0.000,0.509,0,0,fp
k2,-0.109,"[-0.585, 0.367]",0.476,-0.382,0.704,11.472,lm,30,187999999.928,0.140,0.000,-0.109,0,0,fp
k3,0.212,"[-0.437, 0.861]",0.649,0.545,0.588,11.472,lm,30,187999999.928,0.140,0.000,0.212,0,0,fp
k4,0.175,"[-0.12, 0.469]",0.295,0.988,0.327,11.472,lm,30,187999999.928,0.140,0.000,0.175,0,0,fp
k5,0.493,"[-0.006, 0.991]",0.499,1.648,0.104,11.472,lm,30,187999999.928,0.140,0.000,0.493,0,0,fp
vot,0.161,,,,,11.472,lm,30,187999999.928,0.140,0.167,-0.006,0,0,fn
tt,-0.853,"[-1.16, -0.546]",0.307,-4.636,0.000,24.634,ngd+lm,30,187999999.902,0.140,-1.000,0.147,0,0,fn
c,-5.296,"[-7.01, -3.581]",1.715,-5.151,0.000,24.634,ngd+lm,30,187999999.902,0.140,-6.000,0.704,0,0,fn
s,-2.298,"[-3.022, -1.574]",0.724,-5.293,0.000,24.634,ngd+lm,30,187999999.902,0.140,-3.000,0.702,0,0,fn
k0,0.110,"[-0.411, 0.632]",0.521,0.353,0.725,24.634,ngd+lm,30,187999999.902,0.140,0.000,0.110,0,0,fp
k1,0.509,"[-0.156, 1.174]",0.665,1.276,0.207,24.634,ngd+lm,30,187999999.902,0.140,0.000,0.509,0,0,fp
k2,-0.109,"[-0.585, 0.367]",0.476,-0.382,0.704,24.634,ngd+lm,30,187999999.902,0.140,0.000,-0.109,0,0,fp
k3,0.212,"[-0.437, 0.861]",0.649,0.545,0.588,24.634,ngd+lm,30,187999999.902,0.140,0.000,0.212,0,0,fp
k4,0.175,"[-0.12, 0.469]",0.295,0.988,0.327,24.634,ngd+lm,30,187999999.902,0.140,0.000,0.175,0,0,fp
k5,0.493,"[-0.006, 0.991]",0.499,1.648,0.104,24.634,ngd+lm,30,187999999.902,0.140,0.000,0.493,0,0,fp
vot,0.161,,,,,24.634,ngd+lm,30,187999999.902,0.140,0.167,-0.006,0,0,fn
