stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.530,-5.062,-2.289,-1.059,1.710,-1.686,0.243,0.894,1.691,5927827932.678,-0.105
norefined,2,0.080,-5.149,-2.267,-1.183,1.656,-1.632,0.177,0.817,1.599,3632826087.170,-0.016
norefined,3,-0.397,-5.194,-2.239,-1.247,1.589,-1.615,0.131,0.750,1.534,1623556129.724,0.076
norefined,4,-0.872,-5.228,-2.220,-1.256,1.511,-1.573,0.081,0.676,1.450,1364770979.125,0.167
norefined,5,-0.632,-5.326,-2.427,-1.117,1.316,-1.486,-0.079,0.533,1.279,1071415878.239,0.119
norefined,6,-0.862,-5.421,-2.537,-1.000,1.094,-1.326,-0.220,0.398,1.057,938724820.448,0.159
norefined,7,-0.472,-5.493,-2.689,-0.881,0.961,-1.207,-0.309,0.330,0.951,998574163.823,0.086
norefined,8,-0.960,-5.498,-2.634,-0.898,0.913,-1.160,-0.341,0.308,0.896,854251828.757,0.175
norefined,9,-0.537,-5.562,-2.767,-0.785,0.808,-1.053,-0.413,0.256,0.819,852102696.671,0.096
norefined,10,-1.023,-5.563,-2.705,-0.801,0.760,-1.000,-0.441,0.244,0.767,795702335.570,0.184
refined,11,-1.023,-5.563,-2.705,-0.801,0.760,-1.000,-0.441,0.244,0.767,795702335.570,0.184
refined,12,-0.560,-3.871,-2.160,0.496,-1.128,1.002,-0.236,0.408,0.142,528720960.292,0.145
refined,13,-0.438,-2.118,-1.064,0.285,0.085,-0.169,-0.411,0.508,-0.132,593227818.917,0.207
refined,14,-0.509,-2.965,-1.585,0.309,-0.315,0.273,-0.308,0.514,-0.103,444861685.142,0.172
refined,15,-0.609,-3.635,-1.920,0.364,-0.445,0.376,-0.318,0.589,-0.068,439462749.012,0.167
refined,16,-0.622,-3.700,-1.945,0.356,-0.438,0.366,-0.315,0.553,-0.020,439125916.575,0.168
refined,17,-0.632,-3.769,-1.979,0.360,-0.446,0.374,-0.316,0.561,-0.014,439098538.425,0.168
refined,18,-0.632,-3.764,-1.977,0.358,-0.443,0.371,-0.316,0.556,-0.008,439095516.689,0.168
refined,19,-0.634,-3.775,-1.982,0.359,-0.445,0.373,-0.316,0.558,-0.009,439095057.014,0.168
refined,20,-0.633,-3.772,-1.981,0.358,-0.444,0.372,-0.316,0.557,-0.008,439094970.592,0.168
