stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.398,"[-2.013, -0.783]",0.615,-4.537,0.000
norefined,c,-6.578,"[-9.595, -3.56]",3.017,-4.351,0.000
norefined,s,-3.395,"[-5.028, -1.763]",1.633,-4.151,0.000
norefined,k0,-0.119,"[-1.116, 0.878]",0.997,-0.238,0.813
norefined,k1,-0.153,"[-0.995, 0.69]",0.842,-0.362,0.719
norefined,k2,0.094,"[-0.805, 0.993]",0.899,0.208,0.836
norefined,k3,-0.468,"[-1.731, 0.794]",1.262,-0.741,0.462
norefined,k4,-0.236,"[-1.145, 0.674]",0.909,-0.517,0.607
norefined,k5,0.242,"[-0.567, 1.051]",0.809,0.598,0.552
refined,tt,-1.881,"[-2.938, -0.825]",1.057,-3.554,0.001
refined,c,-10.459,"[-16.233, -4.686]",5.774,-3.616,0.001
refined,s,-5.955,"[-9.464, -2.445]",3.510,-3.386,0.001
refined,k0,-0.345,"[-1.571, 0.881]",1.226,-0.562,0.576
refined,k1,0.216,"[-0.819, 1.25]",1.035,0.416,0.679
refined,k2,0.269,"[-1.111, 1.649]",1.380,0.389,0.698
refined,k3,-1.235,"[-3.438, 0.968]",2.203,-1.119,0.267
refined,k4,0.048,"[-1.442, 1.537]",1.489,0.064,0.949
refined,k5,0.186,"[-1.117, 1.49]",1.304,0.285,0.776
