stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.314,"[-1.924, -0.704]",0.610,-4.301,0.000
norefined,c,-6.483,"[-9.424, -3.541]",2.941,-4.399,0.000
norefined,s,-3.247,"[-4.71, -1.783]",1.463,-4.428,0.000
norefined,k0,-0.555,"[-1.201, 0.091]",0.646,-1.715,0.091
norefined,k1,0.133,"[-0.596, 0.863]",0.730,0.365,0.716
norefined,k2,0.368,"[-0.256, 0.992]",0.624,1.178,0.243
norefined,k3,-1.040,"[-1.829, -0.252]",0.788,-2.634,0.010
norefined,k4,0.517,"[-0.195, 1.229]",0.712,1.450,0.152
norefined,k5,-0.876,"[-1.666, -0.085]",0.790,-2.211,0.030
refined,tt,-1.021,"[-1.41, -0.633]",0.388,-5.248,0.000
refined,c,-5.483,"[-7.513, -3.453]",2.030,-5.391,0.000
refined,s,-2.686,"[-3.675, -1.698]",0.988,-5.427,0.000
refined,k0,-0.245,"[-0.712, 0.221]",0.466,-1.051,0.297
refined,k1,-0.366,"[-0.909, 0.176]",0.543,-1.348,0.182
refined,k2,0.283,"[-0.132, 0.699]",0.415,1.361,0.178
refined,k3,-0.288,"[-0.825, 0.249]",0.537,-1.070,0.289
refined,k4,0.066,"[-0.411, 0.543]",0.477,0.277,0.783
refined,k5,-0.603,"[-1.13, -0.075]",0.528,-2.280,0.026
