stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,78.640,2.023,0.000,0,9,4104857062.030,354982858.166,76
refined,93.215,2.023,0.000,0,9,4104857062.030,303582465.593,76
