stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,77.479,2.023,0.000,76,0,9,3002839444.984,263231815.456
refined,225.312,2.023,0.000,76,0,9,3002839444.984,96042261.766
