attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.390,"[-1.821, -0.96]",0.431,-5.376,0.000,5.050,ngd,8,196471125.080,0.144,-1.000,-0.390,0,0,fn
c,-7.118,"[-9.354, -4.883]",2.236,-5.304,0.000,5.050,ngd,8,196471125.080,0.144,-6.000,-1.118,0,0,fn
s,-3.791,"[-5.018, -2.564]",1.227,-5.149,0.000,5.050,ngd,8,196471125.080,0.144,-3.000,-0.791,0,0,fn
vot,0.195,,,,,5.050,ngd,8,196471125.080,0.144,0.167,0.029,0,0,fn
tt,0.119,"[-0.137, 0.375]",0.256,0.777,0.440,5.240,lm,8,2304786776.131,0.493,-1.000,1.119,1,0,fn
c,-7.179,"[-13.804, -0.554]",6.625,-1.805,0.075,5.240,lm,8,2304786776.131,0.493,-6.000,-1.179,0,0,fn
s,-3.770,"[-7.435, -0.105]",3.665,-1.714,0.091,5.240,lm,8,2304786776.131,0.493,-3.000,-0.770,0,0,fn
vot,-0.017,,,,,5.240,lm,8,2304786776.131,0.493,0.167,-0.183,0,0,fn
tt,-0.817,"[-1.012, -0.622]",0.195,-6.971,0.000,10.326,ngd+lm,8,145896952.874,0.124,-1.000,0.183,0,0,fn
c,-4.731,"[-5.879, -3.583]",1.148,-6.863,0.000,10.326,ngd+lm,8,145896952.874,0.124,-6.000,1.269,0,0,fn
s,-2.577,"[-3.207, -1.947]",0.630,-6.819,0.000,10.326,ngd+lm,8,145896952.874,0.124,-3.000,0.423,0,0,fn
vot,0.173,,,,,10.326,ngd+lm,8,145896952.874,0.124,0.167,0.006,0,0,fn
