attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.943,"[-1.292, -0.595]",0.348,-4.512,0.000,4.135,ngd,16,237489951.871,0.155,-1.000,0.057,0,0,fn
c,-6.803,"[-9.279, -4.327]",2.476,-4.577,0.000,4.135,ngd,16,237489951.871,0.155,-6.000,-0.803,0,0,fn
s,-3.566,"[-4.765, -2.367]",1.199,-4.954,0.000,4.135,ngd,16,237489951.871,0.155,-3.000,-0.566,0,0,fn
vot,0.139,,,,,4.135,ngd,16,237489951.871,0.155,0.167,-0.028,0,0,fn
tt,-0.916,"[-1.526, -0.306]",0.610,-2.503,0.015,4.584,lm,16,449893617.389,0.213,-1.000,0.084,0,0,fn
c,-5.930,"[-10.048, -1.812]",4.118,-2.399,0.019,4.584,lm,16,449893617.389,0.213,-6.000,0.070,0,0,fn
s,-4.993,"[-8.217, -1.77]",3.223,-2.581,0.012,4.584,lm,16,449893617.389,0.213,-3.000,-1.993,0,0,fn
vot,0.154,,,,,4.584,lm,16,449893617.389,0.213,0.167,-0.012,0,0,fn
tt,-0.932,"[-1.198, -0.665]",0.267,-5.819,0.000,9.858,ngd+lm,16,175688718.196,0.133,-1.000,0.068,0,0,fn
c,-5.619,"[-7.291, -3.946]",1.672,-5.597,0.000,9.858,ngd+lm,16,175688718.196,0.133,-6.000,0.381,0,0,fn
s,-2.647,"[-3.357, -1.938]",0.710,-6.215,0.000,9.858,ngd+lm,16,175688718.196,0.133,-3.000,0.353,0,0,fn
vot,0.166,,,,,9.858,ngd+lm,16,175688718.196,0.133,0.167,-0.001,0,0,fn
