stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.315,-5.720,-1.524,-1.116,-0.334,-1.120,1.994,0.186,-1.420,299167118.820,1584,0,0,0.405
norefined,2,-1.940,-5.778,-1.787,-1.242,-0.381,-1.118,1.909,0.174,-1.530,218993947.646,1584,0,0,0.336
norefined,3,-1.544,-5.809,-2.051,-1.346,-0.404,-1.081,1.850,0.161,-1.605,141639843.118,1584,0,0,0.266
norefined,4,-1.099,-5.831,-2.267,-1.402,-0.393,-1.050,1.842,0.153,-1.618,68977172.767,1584,0,0,0.188
norefined,5,-0.717,-5.810,-2.569,-1.400,-0.401,-0.963,1.778,0.129,-1.594,80862346.394,1584,0,0,0.123
norefined,6,-1.188,-5.786,-2.571,-1.313,-0.464,-0.959,1.700,0.200,-1.523,59206995.061,1584,0,0,0.205
norefined,7,-0.753,-5.784,-2.806,-1.317,-0.455,-0.903,1.673,0.202,-1.486,69661211.301,1584,0,0,0.130
norefined,8,-1.228,-5.757,-2.793,-1.240,-0.510,-0.906,1.594,0.267,-1.418,51212349.867,1584,0,0,0.213
norefined,9,-0.783,-5.758,-3.009,-1.242,-0.496,-0.863,1.574,0.281,-1.368,60486282.702,1584,0,0,0.136
norefined,10,-1.260,-5.728,-2.983,-1.174,-0.542,-0.870,1.495,0.339,-1.304,44499311.318,1584,0,0,0.220
refined,11,-1.260,-5.728,-2.983,-1.174,-0.542,-0.870,1.495,0.339,-1.304,44499311.318,1584,0,0,0.220
refined,12,-1.461,-7.090,-4.379,-1.581,-0.624,-0.846,1.492,0.550,0.705,15342858.018,1584,0,0,0.206
refined,13,-2.769,-14.634,-8.320,-3.878,-0.307,-1.367,2.442,-0.282,2.937,10730162.816,1584,0,0,0.189
refined,14,-4.245,-25.012,-13.258,-8.178,-1.009,-3.045,2.826,-0.859,5.332,9614293.027,1584,0,0,0.170
refined,15,-10.548,-65.358,-33.375,-19.913,-6.868,-11.825,6.232,-3.228,10.057,11256807.684,1584,0,0,0.161
refined,16,-9.048,-57.076,-27.064,-14.828,1.088,-7.084,7.646,-7.464,6.341,37406683.072,1584,0,0,0.159
refined,17,-33.984,-190.569,-105.516,-63.760,5.097,-31.926,18.689,-5.890,31.743,32161314.113,1584,0,0,0.178
refined,18,59.729,-4.559,377.716,-815.016,-1234.487,-349.429,903.478,1141.660,546.778,1344190489.625,1584,0,0,-13.101
refined,19,70.449,-7.945,405.334,-876.629,-1249.740,-304.083,843.448,1150.322,509.401,1285914122.519,1584,0,0,-8.867
refined,20,6226.173,-3311.528,-6782.727,-5343.565,-6386.130,1943.979,-1942.888,-3183.588,997.106,2675255303.007,1584,0,0,-1.880
