stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,56.653,1.857,0.000,0,9,1956853265.783,105308469.818,38
refined,135.974,1.857,0.000,0,9,1956853265.783,45298861.930,38
