stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.260,"[-5.464, 2.944]",4.204,-0.543,0.599
norefined,c,-5.728,"[-26.058, 14.603]",20.331,-0.511,0.621
norefined,s,-2.983,"[-13.691, 7.725]",10.708,-0.505,0.625
norefined,k0,-1.174,"[-8.9, 6.551]",7.726,-0.275,0.789
norefined,k1,-0.542,"[-7.043, 5.959]",6.501,-0.151,0.883
norefined,k2,-0.870,"[-5.903, 4.164]",5.034,-0.313,0.761
norefined,k3,1.495,"[-6.214, 9.204]",7.709,0.351,0.733
norefined,k4,0.339,"[-3.732, 4.411]",4.071,0.151,0.883
norefined,k5,-1.304,"[-3.778, 1.169]",2.474,-0.956,0.362
refined,tt,-4.245,"[-27.515, 19.024]",23.269,-0.331,0.748
refined,c,-25.012,"[-173.928, 123.903]",148.915,-0.304,0.767
refined,s,-13.258,"[-86.024, 59.507]",72.765,-0.330,0.748
refined,k0,-8.178,"[-48.523, 32.167]",40.345,-0.367,0.721
refined,k1,-1.009,"[-15.249, 13.231]",14.240,-0.128,0.900
refined,k2,-3.045,"[-29.717, 23.627]",26.672,-0.207,0.840
refined,k3,2.826,"[-9.148, 14.801]",11.974,0.428,0.678
refined,k4,-0.859,"[-18.312, 16.594]",17.453,-0.089,0.931
refined,k5,5.332,"[-17.99, 28.655]",23.322,0.414,0.687
