id,type,x,y,key
1949, DMDND,5300,24902,1654
1950, DMDND,6133,25195,1655
1951, DMDND,2045,26208,1656
1952, DMDND,4502,26200,1657
1953, DMDND,3619,26561,1658
1954, DMDND,6092,26565,1659
1955, DMDND,5479,26653,1660
1956, DMDND,2853,27614,1661
1957, DMDND,3229,27809,1662
1958, DMDND,5248,27510,1663
1959, DMDND,6537,27880,1664
1960, DMDND,5410,27900,1665
1961, DMDND,5957,28639,1666
1962, DMDND,1528,28856,1667
1963, DMDND,3717,28719,1668
1964, DMDND,3499,29385,1669
1965, DMDND,7371,29204,1670
1966, DMDND,2824,30376,1671
1967, DMDND,3741,30516,1672
1968, DMDND,5263,30208,1673
1969, DMDND,5939,30510,1674
1970, DMDND,2850,30821,1675
1971, DMDND,3374,31351,1676
1972, DMDND,1494,31527,1677
1973, DMDND,3141,31935,1678
1974, DMDND,7179,31850,1679
1975, DMDND,2811,32132,1680
1976, DMDND,3130,32577,1681
1977, DMDND,2550,33029,1682
1978, DMDND,3416,33080,1683
1979, DMDND,5255,33132,1684
1980, DMDND,5853,33112,1685
1981, DMDND,2733,33200,1686
1982, DMDND,3173,33280,1687
1983, DMDND,706,34039,1688
1984, DMDND,3940,33868,1689
1985, DMDND,3641,34461,1690
1986, DMDND,5462,34052,1691
1987, DMDND,5458,34480,1692
1988, DMDND,7482,34426,1693
1989, DMDND,2807,35679,1694
1990, DMDND,3175,35674,1695
1991, DMDND,4922,35466,1696
1992, DMDND,6144,35661,1697
1993, DMDND,1410,36703,1698
1994, DMDND,7669,37066,1699
1995, DMDND,2517,37398,1700
1996, DMDND,3392,37728,1701
1997, DMDND,5223,38059,1702
1998, DMDND,5956,38325,1703
1999, DMDND,104,39336,1704
2000, DMDND,3736,39418,1705
2001, DMDND,3214,39734,1706
2002, DMDND,8426,39678,1707
2003, DMDND,1518,40720,1708
2004, DMDND,3322,40739,1709
2005, DMDND,5332,40061,1710
2006, DMDND,5949,40362,1711
2007, DMDND,2146,42026,1712
2008, DMDND,4039,41938,1713
2009, DMDND,3994,42372,1714
2010, DMDND,7229,42448,1715
2011, DMDND,3376,43875,1716
2012, DMDND,5427,43817,1717
2013, DMDND,5869,43124,1718
2014, DMDND,1,44711,1719
2015, DMDND,4164,44391,1720
2017, DMDND,7244,44903,1721
2018, DMDND,909,45966,1722
2019, DMDND,4269,45891,1723
2020, DMDND,4259,46491,1724
2021, DMDND,6940,46370,1725
2022, DMDND,953,47255,1726
2023, DMDND,4244,47131,1727
2024, DMDND,4225,47921,1728
2025, DMDND,7003,47660,1729
2026, DMDND,2069,48681,1730
2027, DMDND,5466,49333,1731
2028, DMDND,5896,48963,1732
2029, DMDND,1145,49841,1733
2030, DMDND,4635,49564,1734
2031, DMDND,4286,50687,1735
2032, DMDND,10206,50321,1736
2033, DMDND,2822,52061,1737
2034, DMDND,3583,52322,1738
2035, DMDND,5408,51288,1739
2036, DMDND,6227,51576,1740
2037, DMDND,8014,51278,1741
2038, DMDND,8962,51603,1742
2039, DMDND,2303,53075,1743
2040, DMDND,4470,53181,1744
2041, DMDND,5291,52678,1745
2042, DMDND,7324,52307,1746
2043, DMDND,7044,53179,1747
2044, DMDND,10175,52865,1748
2045, DMDND,3036,54341,1749
2046, DMDND,3981,54175,1750
2047, DMDND,5471,53814,1751
2048, DMDND,6214,54002,1752
2049, DMDND,8389,54559,1753
2050, DMDND,8763,54543,1754
2051, DMDND,2304,55408,1755
2052, DMDND,4959,55283,1756
2053, DMDND,4878,55736,1757
2054, DMDND,8092,54947,1758
2055, DMDND,7812,55686,1759
2056, DMDND,10209,55419,1760
2057, DMDND,2798,56685,1761
2058, DMDND,4872,56271,1762
2059, DMDND,4534,57302,1763
2060, DMDND,6878,56906,1764
2061, DMDND,7873,56544,1765
2062, DMDND,9580,56783,1766
2063, DMDND,5532,57312,1767
2064, DMDND,6574,57639,1768
2065, DMDND,2053,58044,1769
2067, DMDND,4555,58515,1770
2068, DMDND,5169,58264,1771
2069, DMDND,5376,57924,1772
2070, DMDND,6039,59162,1773
2071, DMDND,10003,58069,1774
2072, DMDND,8628,58875,1775
2073, DMDND,6704,61598,1776
2074, DMDND,7591,63000,1777
2075, DMDND,6151,62037,1778
2076, DMDND,6933,63553,1779
2077, DMDND,5522,62495,1780
2078, DMDND,6304,64145,1781
2079, DMDND,5073,63086,1782
2080, DMDND,6046,64975,1783
2081, DMDND,5140,58868,1784
2082, DMDND,4371,36618,1785
2083, DMDND,4163,37193,1786
2084, DMDND,3158,57722,1787
2085, DMDND,3928,57665,1788
