id,type,x,y,key
1, FWJCT,2915,18009,0
2, FWJCT,8229,53731,1
3, FWJCT,8330,53898,2
4, FWJCT,6017,49262,3
5, FWJCT,4654,46478,4
6, FWJCT,4664,34284,5
7, FWJCT,5241,29005,6
8, FWJCT,4096,16907,7
9, FWJCT,5299,54376,8
10, FWJCT,4697,17164,9
11, FWJCT,2667,19133,10
12, FWJCT,10161,49777,11
13, FWJCT,7537,54058,12
14, FWJCT,7707,54627,13
15, FWJCT,7355,57837,14
16, FWJCT,7411,57551,15
17, FWJCT,6006,34257,16
18, FWJCT,5699,28994,17
19, FWJCT,4049,34256,18
20, FWJCT,6477,49560,19
21, FWJCT,2794,24391,20
22, FWJCT,18781,53215,21
23, FWJCT,7519,55971,22
24, FWJCT,3779,17177,23
25, FWJCT,7606,50554,24
26, FWJCT,7234,50070,25
27, FWJCT,4663,39520,26
28, FWJCT,7736,50063,27
29, DMOND,10161,49777,28
30, FWJCT,8421,50066,29
31, FWJCT,5854,63567,30
32, FWJCT,3383,25214,31
33, FWJCT,4365,23072,32
34, FWJCT,3975,29011,33
35, FWJCT,3753,34258,34
36, FWJCT,4864,34279,35
37, FWJCT,4924,39528,36
38, FWJCT,4314,39527,37
39, FWJCT,6121,49462,38
40, FWJCT,6323,49842,39
41, FWJCT,5261,39517,40
42, FWJCT,4693,28487,41
43, DMOND,18781,53215,42
44, FWJCT,9469,53653,43
45, FWJCT,14701,53468,44
46, FWJCT,4589,25294,45
47, FWJCT,4635,24013,46
48, FWJCT,4610,20865,47
49, FWJCT,3988,18336,48
50, FWJCT,4565,19886,49
51, FWJCT,4473,19680,50
52, FWJCT,3367,17284,51
53, FWJCT,7570,51964,52
54, FWJCT,7326,28773,53
55, FWJCT,5975,25038,54
56, FWJCT,3143,17700,55
57, FWJCT,2921,18068,56
59, FWJCT,3314,17521,57
60, FWJCT,5472,25038,58
61, FWJCT,3252,31470,59
62, FWJCT,3243,31816,60
63, FWJCT,2953,16105,61
65, FWJCT,3624,17317,62
66, FWJCT,4362,45990,63
67, FWJCT,3934,18366,64
68, FWJCT,7866,53745,65
69, FWJCT,2487,18480,66
70, FWJCT,4357,46386,67
71, FWJCT,7434,54839,68
72, FWJCT,5656,79730,69
73, FWJCT,3220,18063,70
74, FWJCT,4384,47271,71
75, FWJCT,4384,47739,72
76, FWJCT,6043,51423,73
77, FWJCT,2661,29017,74
78, FWJCT,4204,18908,75
79, FWJCT,7515,56820,76
80, FWJCT,7525,55056,77
81, FWJCT,5566,71480,78
82, FWJCT,5749,49948,79
83, DMOND,7326,28773,80
84, FWJCT,5571,51427,81
85, FWJCT,3644,16684,82
86, FWJCT,5712,81218,83
87, FWJCT,5639,69320,84
88, FWJCT,6232,54178,85
89, FWJCT,5308,54411,86
90, FWJCT,16766,53153,87
91, DMDND,5712,81218,88
92, FWJCT,4702,56502,89
93, FWJCT,4702,57088,90
94, FWJCT,5204,34269,91
95, FWJCT,4273,36734,92
96, FWJCT,3026,16814,93
97, FWJCT,4272,37081,94
98, FWJCT,4011,17652,95
99, FWJCT,718,34502,96
100, FWJCT,4555,39537,97
101, FWJCT,15568,53433,98
102, FWJCT,8724,53744,99
103, FWJCT,6653,62475,100
104, FWJCT,7323,58262,101
105, FWJCT,5520,76645,102
106, FWJCT,5481,71882,103
107, DMOND,718,34502,104
108, FWJCT,3985,16970,105
109, FWJCT,4204,23715,106
110, FWJCT,3860,23715,107
111, FWJCT,19124,53576,108
112, FWJCT,1528,29170,109
114, FWJCT,4456,23708,110
115, FWJCT,7475,34132,111
116, FWJCT,5818,38197,112
117, FWJCT,5378,38200,113
118, FWJCT,7183,52473,114
119, FWJCT,4511,24803,115
120, FWJCT,3446,52201,116
121, FWJCT,2956,52198,117
122, FWJCT,5024,23727,118
123, FWJCT,4769,23752,119
125, FWJCT,7183,52988,120
126, FWJCT,4999,58256,121
127, FWJCT,4733,58513,122
128, FWJCT,8789,51415,123
129, FWJCT,5353,23691,124
130, FWJCT,8184,51413,125
131, FWJCT,3220,37556,126
132, FWJCT,4848,24778,127
134, FWJCT,5755,23704,128
135, FWJCT,3084,23785,129
136, FWJCT,4185,34251,130
137, FWJCT,4598,23652,131
138, FWJCT,4626,25292,132
139, FWJCT,5580,67959,133
140, FWJCT,12426,53505,134
141, FWJCT,6857,50387,135
142, FWJCT,7392,60649,136
143, FWJCT,2651,37556,137
144, FWJCT,7939,55121,138
145, FWJCT,3896,58330,139
146, FWJCT,7939,55550,140
147, FWJCT,785,24008,141
148, FWJCT,2692,15040,142
149, FWJCT,2753,15039,143
151, FWJCT,3528,17541,144
153, FWJCT,4647,20504,145
154, FWJCT,4261,18887,146
155, FWJCT,3529,18124,147
156, FWJCT,5792,81195,148
157, FWJCT,4647,20865,149
158, FWJCT,4603,22114,150
159, FWJCT,4578,27412,151
160, FWJCT,4557,28158,152
161, FWJCT,4622,26126,153
162, FWJCT,4493,29788,154
163, FWJCT,4447,32985,155
164, FWJCT,4615,27412,156
165, FWJCT,5757,23384,157
166, FWJCT,3607,23727,158
167, FWJCT,6272,23740,159
168, FWJCT,4160,18184,160
169, FWJCT,7259,53984,161
170, FWJCT,7539,51503,162
171, FWJCT,1626,39549,163
172, FWJCT,6440,62831,164
173, FWJCT,7555,55970,165
174, FWJCT,4509,29043,166
175, FWJCT,16781,53532,167
176, FWJCT,8719,53708,168
177, FWJCT,13862,53451,169
178, FWJCT,9468,53617,170
179, FWJCT,15201,53358,171
180, FWJCT,10734,53569,172
181, FWJCT,16105,53535,173
182, FWJCT,13707,53505,174
183, DMDND,19124,53576,175
184, DMOND,1528,29170,176
185, FWJCT,15114,53488,177
186, FWJCT,7459,57553,178
187, FWJCT,10734,53605,179
188, FWJCT,7561,55056,180
189, FWJCT,5693,80645,181
190, FWJCT,7271,54019,182
191, FWJCT,12424,53554,183
192, FWJCT,18662,53514,184
193, FWJCT,17657,53477,185
194, FWJCT,18341,53492,186
195, FWJCT,18382,53188,187
196, FWJCT,17182,53150,188
197, FWJCT,6240,54214,189
198, FWJCT,5608,78799,190
199, FWJCT,15639,53293,191
200, FWJCT,15887,53228,192
201, FWJCT,6761,63763,193
202, FWJCT,5169,62876,194
203, FWJCT,5376,73128,195
204, FWJCT,5436,74585,196
205, FWJCT,5391,66480,197
206, FWJCT,7262,59143,198
207, FWJCT,5670,70239,199
208, FWJCT,5633,68906,200
209, FWJCT,5654,69840,201
210, FWJCT,7366,60654,202
211, FWJCT,7288,59140,203
212, FWJCT,7552,56769,204
213, FWJCT,6699,62501,205
214, FWJCT,2889,18480,206
215, FWJCT,8984,53602,207
216, FWJCT,6877,54340,208
218, FWJCT,4305,29014,209
219, FWJCT,3121,50190,210
220, FWJCT,6588,50246,211
221, FWJCT,7573,54057,212
222, FWJCT,6187,28994,213
223, FWJCT,4585,26127,214
224, FWJCT,4436,34094,215
225, FWJCT,4636,23818,216
226, FWJCT,4467,30924,217
227, FWJCT,3036,29014,218
228, FWJCT,4599,20509,219
229, DMOND,7475,34132,220
230, FWJCT,5596,34262,221
231, FWJCT,4624,29001,222
232, FWJCT,2944,39537,223
233, FWJCT,5994,39509,224
234, FWJCT,4072,39539,225
235, DMOND,785,24008,226
236, FWJCT,4598,16454,227
238, FWJCT,16276,53173,228
239, FWJCT,5808,62352,229
240, FWJCT,7362,63210,230
241, FWJCT,6418,61846,231
242, FWJCT,4644,63506,232
243, FWJCT,6437,64622,233
244, FWJCT,7839,62666,234
245, FWJCT,9977,57760,235
246, FWJCT,4494,32986,236
247, FWJCT,3038,16082,237
248, FWJCT,4739,22663,238
249, FWJCT,4424,35435,239
250, FWJCT,4467,34441,240
251, FWJCT,4472,35434,241
252, FWJCT,4436,37878,242
253, FWJCT,4485,38014,243
254, FWJCT,4447,38256,244
255, FWJCT,4536,39153,245
256, FWJCT,4538,38580,246
257, FWJCT,4745,40903,247
258, FWJCT,4749,40391,248
259, FWJCT,4783,42012,249
260, FWJCT,4817,42487,250
261, FWJCT,4740,43246,251
262, FWJCT,4703,44465,252
263, FWJCT,4735,45024,253
264, FWJCT,6321,59352,254
265, FWJCT,3880,44400,255
266, FWJCT,7244,44600,256
267, FWJCT,163,39769,257
268, FWJCT,4594,28154,258
269, FWJCT,4530,29788,259
270, FWJCT,4512,30924,260
271, FWJCT,4475,36067,261
272, FWJCT,4705,46471,262
273, FWJCT,6141,49081,263
274, FWJCT,6519,49215,264
275, FWJCT,7647,51457,265
276, FWJCT,7606,51964,266
277, FWJCT,7567,54557,267
278, FWJCT,7558,55660,268
279, FWJCT,5279,66103,269
280, FWJCT,5366,66077,270
281, FWJCT,8436,39353,271
282, DMOND,5792,81195,272
283, FWJCT,5763,80644,273
284, FWJCT,5726,79728,274
285, FWJCT,5678,78796,275
286, FWJCT,5590,76643,276
287, FWJCT,5494,74587,277
288, FWJCT,5434,73128,278
289, FWJCT,5712,69840,279
290, FWJCT,5661,68316,280
291, FWJCT,5691,68904,281
292, FWJCT,5697,69318,282
293, FWJCT,5614,67859,283
294, FWJCT,5539,71890,284
295, FWJCT,5624,71489,285
296, FWJCT,5728,70240,286
297, FWJCT,4598,23255,287
298, FWJCT,5342,66888,288
299, FWJCT,7218,61602,289
300, FWJCT,14782,53416,290
301, FWJCT,10592,73272,291
302, FWJCT,10666,73219,292
303, FWJCT,7446,53616,293
304, FWJCT,2832,12,294
306, FWJCT,9243,53391,295
307, FWJCT,2391,1,296
308, FWJCT,6855,56547,297
309, FWJCT,15121,43679,298
310, FWJCT,8035,52822,299
311, FWJCT,7669,51994,300
312, FWJCT,7530,50964,301
313, FWJCT,10101,53593,302
314, FWJCT,7521,55660,303
315, FWJCT,15276,43701,304
316, FWJCT,4147,16338,305
317, FWJCT,4142,15161,306
318, FWJCT,7472,52950,307
319, FWJCT,7355,50801,308
320, FWJCT,7183,50510,309
321, FWJCT,7457,50991,310
322, FWJCT,4223,14867,311
323, FWJCT,7501,52628,312
324, FWJCT,7485,51389,313
325, FWJCT,7492,51958,314
326, FWJCT,8639,13138,315
327, FWJCT,6503,11048,316
328, FWJCT,6207,10976,317
329, FWJCT,6262,15698,318
330, FWJCT,4564,17279,319
331, FWJCT,9772,53722,320
332, FWJCT,6660,18305,321
333, FWJCT,3772,18861,322
334, FWJCT,1042,18664,323
335, FWJCT,6924,54177,324
336, FWJCT,6401,54273,325
337, FWJCT,7362,52963,326
338, FWJCT,5380,19592,327
339, FWJCT,6940,53843,328
340, FWJCT,5595,20932,329
345, FWJCT,15314,52155,330
346, FWJCT,15293,51756,331
349, FWJCT,12795,53491,332
352, FWJCT,15197,52209,333
353, FWJCT,15213,51709,334
355, FWJCT,15227,44198,335
356, FWJCT,15281,51151,336
357, FWJCT,15188,44199,337
358, FWJCT,15234,51151,338
359, FWJCT,15217,51528,339
360, FWJCT,6129,63500,340
361, FWJCT,5463,64274,341
362, FWJCT,5522,64301,342
363, FWJCT,5848,63829,343
364, FWJCT,5823,63192,344
365, FWJCT,6604,62836,345
366, DMOND,6761,63763,346
367, DMOND,5169,62876,347
368, FWJCT,6462,62576,348
369, FWJCT,5408,21764,349
370, FWJCT,6033,62965,350
371, FWJCT,6904,62102,351
372, DMOND,5808,62352,352
373, DMOND,7362,63210,353
374, FWJCT,6320,63725,354
375, FWJCT,5662,63020,355
376, FWJCT,6752,62662,356
377, FWJCT,6895,63160,357
378, FWJCT,7143,62267,358
379, DMOND,6418,61846,359
380, FWJCT,6898,62433,360
381, FWJCT,7171,61959,361
382, FWJCT,6304,62515,362
383, FWJCT,6191,62888,363
384, FWJCT,3487,19846,364
385, FWJCT,6043,63118,365
386, FWJCT,3879,20545,366
387, DMOND,4644,63506,367
388, FWJCT,5676,64212,368
389, FWJCT,6218,63211,369
390, FWJCT,5186,63654,370
391, FWJCT,5469,63492,371
392, DMOND,6437,64622,372
393, FWJCT,5632,63644,373
394, FWJCT,2324,20716,374
395, FWJCT,6075,64624,375
396, FWJCT,2668,21949,376
397, DMOND,7839,62666,377
398, FWJCT,6807,61913,378
399, FWJCT,7464,62608,379
400, FWJCT,7645,58039,380
401, FWJCT,7586,58278,381
402, FWJCT,3406,22357,382
403, FWJCT,2673,22582,383
404, FWJCT,5012,22534,384
405, FWJCT,7312,59494,385
406, FWJCT,7810,57987,386
407, FWJCT,7257,23674,387
408, FWJCT,7045,58345,388
409, FWJCT,7467,58097,389
410, FWJCT,6855,58525,390
411, FWJCT,7218,58198,391
412, FWJCT,7524,58271,392
413, FWJCT,7400,58347,393
414, FWJCT,7576,57964,394
415, FWJCT,8080,57943,395
416, FWJCT,8026,58000,396
417, FWJCT,7127,61481,397
418, FWJCT,7260,57973,398
419, FWJCT,7578,57466,399
420, FWJCT,7128,57970,400
421, FWJCT,7513,58042,401
422, FWJCT,7058,58258,402
423, FWJCT,7085,58135,403
424, FWJCT,7279,58119,404
425, FWJCT,7601,57213,405
426, DMOND,9977,57760,406
427, FWJCT,8475,57984,407
428, FWJCT,6417,58027,408
429, FWJCT,3420,58134,409
430, FWJCT,6981,61737,410
431, FWJCT,7226,61217,411
432, FWJCT,7244,61648,412
433, FWJCT,7238,57761,413
434, FWJCT,7222,58478,414
435, FWJCT,7285,58488,415
436, FWJCT,4871,58392,416
437, FWJCT,6955,58671,417
438, FWJCT,6092,26159,418
439, FWJCT,7111,58911,419
440, FWJCT,2067,26546,420
441, DMOND,6321,59352,421
442, FWJCT,5913,58050,422
443, FWJCT,6736,58656,423
444, FWJCT,7430,58841,424
445, FWJCT,7376,57356,425
446, FWJCT,7578,57046,426
447, FWJCT,8278,57924,427
448, FWJCT,6970,58363,428
449, FWJCT,6778,58413,429
450, FWJCT,6524,62181,430
451, FWJCT,5096,63567,431
452, FWJCT,5532,63146,432
453, FWJCT,4805,63843,433
454, FWJCT,5748,64270,434
455, FWJCT,5349,63858,435
456, FWJCT,5573,64453,436
457, FWJCT,6035,64000,437
458, FWJCT,5517,64019,438
459, FWJCT,5863,64156,439
460, FWJCT,5928,63830,440
461, FWJCT,5792,64079,441
462, FWJCT,3724,29384,442
463, FWJCT,3531,28708,443
464, FWJCT,6386,50108,444
465, FWJCT,7501,51154,445
466, FWJCT,7726,50307,446
467, FWJCT,6966,50066,447
468, FWJCT,6066,50131,448
469, FWJCT,6066,50108,449
470, FWJCT,5242,27886,450
471, FWJCT,8828,50057,451
472, FWJCT,7366,49746,452
473, FWJCT,6597,27508,453
474, FWJCT,7179,31522,454
475, FWJCT,3741,30210,455
476, FWJCT,1494,31831,456
477, FWJCT,5227,44788,457
478, FWJCT,4302,44804,458
479, FWJCT,4529,44774,459
480, FWJCT,4900,44815,460
481, FWJCT,4314,44397,461
482, FWJCT,3410,32864,462
483, FWJCT,2544,32807,463
484, FWJCT,4451,43825,464
485, FWJCT,5053,48265,465
486, FWJCT,5089,48245,466
487, FWJCT,4975,44757,467
488, DMOND,3880,44400,468
489, DMOND,7244,44600,469
490, FWJCT,4047,44801,470
491, FWJCT,4259,45143,471
492, FWJCT,1423,37071,472
493, FWJCT,4477,45792,473
494, FWJCT,7669,36735,474
495, FWJCT,2971,44400,475
496, FWJCT,3010,44825,476
497, FWJCT,4435,44650,477
498, FWJCT,4922,35674,478
499, FWJCT,4505,44462,479
500, FWJCT,6136,35501,480
501, FWJCT,5698,47496,481
502, FWJCT,1528,40996,482
503, FWJCT,5023,44978,483
504, FWJCT,4878,45127,484
505, FWJCT,3332,40947,485
506, FWJCT,5076,45120,486
507, FWJCT,2134,42404,487
508, FWJCT,4893,45727,488
509, FWJCT,4717,46061,489
510, FWJCT,7252,41893,490
511, FWJCT,4969,44440,491
512, FWJCT,3392,43560,492
513, FWJCT,4964,43650,493
514, DMOND,163,39769,494
515, FWJCT,5612,39507,495
516, DMOND,8436,39353,496
517, FWJCT,4788,40743,497
520, FWJCT,4773,39206,498
521, FWJCT,48,45231,499
522, FWJCT,5897,16667,500
523, FWJCT,4667,38877,501
524, FWJCT,909,46530,502
525, FWJCT,4352,39234,503
526, FWJCT,4395,38801,504
528, FWJCT,6940,45926,505
529, FWJCT,971,47869,506
531, FWJCT,7014,47313,507
532, FWJCT,1658,34266,508
533, FWJCT,2942,34260,509
534, FWJCT,4782,34671,510
535, FWJCT,2143,49134,511
536, FWJCT,8141,48422,512
537, FWJCT,4634,35473,513
538, FWJCT,4944,33882,514
539, FWJCT,8607,48422,515
540, FWJCT,4211,49582,516
541, FWJCT,4640,33346,517
542, FWJCT,4617,50674,518
543, FWJCT,4742,34409,519
544, FWJCT,1139,50473,520
545, FWJCT,2297,52705,521
546, FWJCT,4606,34527,522
547, FWJCT,10181,52453,523
548, FWJCT,4157,33712,524
549, FWJCT,2349,55795,525
550, FWJCT,10204,55136,526
551, FWJCT,4272,33143,527
552, FWJCT,4452,32434,528
553, FWJCT,4150,34098,529
554, FWJCT,2805,57024,530
555, FWJCT,5388,58229,531
556, FWJCT,4265,33966,532
557, FWJCT,2323,58579,533
558, FWJCT,4052,34551,534
559, FWJCT,2916,58896,535
560, FWJCT,4057,58515,536
561, FWJCT,4257,35000,537
562, FWJCT,8963,58849,538
563, FWJCT,4769,29000,539
564, FWJCT,5546,57671,540
565, FWJCT,6546,57270,541
566, FWJCT,4419,28516,542
567, FWJCT,7895,56829,543
568, FWJCT,9568,56455,544
569, FWJCT,4674,29756,545
570, FWJCT,4512,30357,546
571, FWJCT,4476,30356,547
572, FWJCT,4651,28011,548
573, FWJCT,3389,22028,549
574, FWJCT,5157,23263,550
575, FWJCT,4373,29790,551
576, FWJCT,6138,22952,552
577, FWJCT,3388,19835,553
578, FWJCT,4477,28249,554
579, FWJCT,4970,24236,555
580, FWJCT,4569,27785,556
581, FWJCT,4739,29393,557
582, FWJCT,4331,24010,558
583, FWJCT,4323,16715,559
584, FWJCT,4912,23339,560
585, FWJCT,2499,18996,561
586, FWJCT,3928,20974,562
587, FWJCT,2603,24581,563
588, FWJCT,3521,25073,564
589, FWJCT,4304,26200,565
590, FWJCT,3833,26561,566
591, FWJCT,5485,26981,567
592, FWJCT,2918,20133,568
593, FWJCT,2906,18912,569
594, FWJCT,5927,28326,570
595, FWJCT,5423,28189,571
596, FWJCT,5316,25181,572
597, FWJCT,6121,24896,573
598, FWJCT,3216,27620,574
599, FWJCT,2853,27840,575
600, FWJCT,5931,30249,576
601, FWJCT,2587,305,577
602, FWJCT,5268,30538,578
603, FWJCT,2431,8985,579
604, FWJCT,2361,8988,580
605, FWJCT,2824,30535,581
606, FWJCT,2862,31025,582
607, FWJCT,9138,71522,583
608, FWJCT,9110,71542,584
609, FWJCT,8819,71152,585
610, FWJCT,8784,71164,586
611, FWJCT,10055,72589,587
612, FWJCT,10031,72614,588
613, DMDND,10592,73272,589
614, DMOND,10666,73219,590
615, FWJCT,8477,70772,591
616, FWJCT,8459,70786,592
617, FWJCT,7109,69181,593
618, FWJCT,7091,69194,594
619, FWJCT,6667,68667,595
620, FWJCT,6648,68679,596
621, FWJCT,6463,68369,597
622, FWJCT,6440,68437,598
623, FWJCT,5261,67020,599
624, FWJCT,5893,67830,600
625, FWJCT,5064,66776,601
626, FWJCT,5057,66880,602
627, FWJCT,4709,66379,603
628, FWJCT,4653,66485,604
629, FWJCT,3334,31930,605
630, FWJCT,3153,31349,606
631, FWJCT,2811,32355,607
632, FWJCT,3123,32387,608
633, FWJCT,5853,32888,609
634, FWJCT,5286,32828,610
635, FWJCT,3158,33552,611
636, FWJCT,2726,33448,612
637, FWJCT,3738,33791,613
638, FWJCT,3851,34465,614
639, FWJCT,5289,34461,615
640, FWJCT,5286,34062,616
641, FWJCT,2511,37706,617
642, FWJCT,5895,67592,618
643, FWJCT,3185,35482,619
644, FWJCT,5523,66875,620
645, FWJCT,5884,67956,621
646, FWJCT,2787,35518,622
647, FWJCT,3372,37410,623
648, FWJCT,5435,66998,624
649, FWJCT,5943,38096,625
650, FWJCT,7479,69646,626
651, FWJCT,5248,38342,627
652, FWJCT,3539,39398,628
653, FWJCT,3381,39744,629
654, FWJCT,5339,40325,630
655, FWJCT,947,55960,631
656, FWJCT,932,55926,632
657, FWJCT,2402,55245,633
658, FWJCT,2391,55212,634
659, FWJCT,2005,55383,635
660, FWJCT,1991,55350,636
661, FWJCT,3001,55065,637
662, FWJCT,2988,55031,638
663, FWJCT,4127,54727,639
664, FWJCT,4115,54693,640
665, FWJCT,4631,54583,641
666, FWJCT,5943,40083,642
667, FWJCT,4231,42375,643
668, DMDND,2832,12,644
669, DMOND,2391,1,645
670, DMOND,6855,56547,646
671, FWJCT,2651,305,647
672, FWJCT,3850,41975,648
673, FWJCT,5748,68009,649
674, FWJCT,5414,43489,650
675, FWJCT,5831,42871,651
676, FWJCT,5481,68024,652
677, FWJCT,4524,47915,653
678, FWJCT,5150,66755,654
679, FWJCT,4528,47138,655
680, FWJCT,4431,46495,656
681, FWJCT,5133,67224,657
682, FWJCT,4454,45888,658
683, FWJCT,5956,48576,659
684, FWJCT,5422,48933,660
685, FWJCT,2832,52332,661
686, FWJCT,6682,56733,662
687, FWJCT,6894,62000,663
688, FWJCT,5974,63350,664
689, FWJCT,4978,63674,665
690, FWJCT,5860,64387,666
691, FWJCT,7615,57516,667
692, FWJCT,5649,63942,668
693, FWJCT,5995,63432,669
694, FWJCT,8015,50066,670
695, FWJCT,5649,44521,671
696, FWJCT,4319,29336,672
697, FWJCT,7019,49436,673
698, FWJCT,3573,52098,674
699, FWJCT,5860,52642,675
700, FWJCT,12892,53536,676
701, FWJCT,4645,22185,677
702, FWJCT,5426,51566,678
703, FWJCT,6213,51294,679
704, FWJCT,15254,49591,680
705, FWJCT,15263,50148,681
706, FWJCT,15223,45951,682
707, FWJCT,15224,48051,683
708, FWJCT,15221,47652,684
709, FWJCT,15224,45250,685
710, FWJCT,15252,52050,686
711, FWJCT,15188,48050,687
712, FWJCT,15215,49589,688
713, FWJCT,15215,50151,689
714, FWJCT,15185,45951,690
715, FWJCT,15188,47650,691
716, FWJCT,15187,45251,692
717, DMOND,15121,43679,693
718, DMDND,15276,43701,694
719, FWJCT,15208,49151,695
720, FWJCT,15245,49150,696
721, FWJCT,10209,53527,697
722, FWJCT,7488,57145,698
723, FWJCT,8041,51584,699
724, FWJCT,8936,51278,700
725, DMOND,4147,16338,701
726, FWJCT,4901,16038,702
727, FWJCT,5075,15819,703
728, FWJCT,4761,16605,704
729, FWJCT,4397,16296,705
730, FWJCT,5298,15344,706
731, FWJCT,4847,16785,707
732, FWJCT,4908,17139,708
733, FWJCT,4317,16685,709
734, FWJCT,5992,14056,710
735, FWJCT,4926,16060,711
736, FWJCT,4973,15221,712
737, DMOND,4142,15161,713
738, DMDND,4223,14867,714
739, FWJCT,5557,15479,715
740, FWJCT,5944,14032,716
741, FWJCT,5493,14943,717
742, FWJCT,6268,13232,718
743, FWJCT,6148,13581,719
744, FWJCT,6374,12730,720
745, FWJCT,6332,12733,721
746, FWJCT,6534,13254,722
747, DMOND,8639,13138,723
748, DMDND,6503,11048,724
749, DMOND,6207,10976,725
750, FWJCT,5046,52681,726
751, FWJCT,4713,53052,727
752, FWJCT,4382,15064,728
753, FWJCT,4379,15070,729
754, FWJCT,7044,52320,730
755, FWJCT,7322,53160,731
756, DMOND,6262,15698,732
757, FWJCT,4947,17626,733
758, FWJCT,4979,18076,734
759, FWJCT,4978,18449,735
760, DMOND,4564,17279,736
761, FWJCT,4950,17425,737
762, FWJCT,4887,16837,738
763, FWJCT,5004,18043,739
764, FWJCT,4541,18468,740
765, FWJCT,4286,18492,741
766, FWJCT,4186,18531,742
767, FWJCT,3882,18532,743
768, FWJCT,3332,18486,744
769, FWJCT,4972,19401,745
770, FWJCT,5006,18869,746
771, FWJCT,4975,19776,747
772, FWJCT,5367,18459,748
773, DMOND,6660,18305,749
774, DMOND,3772,18861,750
775, FWJCT,3917,18711,751
776, DMOND,1042,18664,752
777, FWJCT,5169,19772,753
778, DMOND,5380,19592,754
779, FWJCT,4661,19777,755
780, FWJCT,4964,20704,756
781, FWJCT,4985,20176,757
782, FWJCT,4972,21087,758
783, FWJCT,5395,21079,759
784, DMOND,5595,20932,760
785, FWJCT,4472,21091,761
786, FWJCT,5174,22054,762
787, DMOND,5408,21764,763
788, FWJCT,5013,21470,764
789, FWJCT,5021,21691,765
790, FWJCT,4027,21405,766
791, FWJCT,3953,21551,767
792, FWJCT,4602,21087,768
793, FWJCT,2956,19872,769
794, FWJCT,2948,20551,770
795, FWJCT,3559,21799,771
796, FWJCT,3009,21808,772
797, FWJCT,2993,21392,773
798, FWJCT,2989,20961,774
799, FWJCT,3984,19816,775
800, FWJCT,3020,54038,776
801, FWJCT,3335,20413,777
802, DMOND,3487,19846,778
803, DMOND,3879,20545,779
804, FWJCT,3953,53859,780
805, FWJCT,5520,54117,781
806, DMOND,2324,20716,782
807, FWJCT,2557,20554,783
808, FWJCT,3534,20182,784
809, FWJCT,3665,20424,785
810, FWJCT,3405,19975,786
811, FWJCT,3127,20560,787
812, DMOND,2668,21949,788
813, FWJCT,2842,21810,789
814, FWJCT,3055,22447,790
815, FWJCT,3063,22618,791
816, FWJCT,3045,22246,792
817, FWJCT,3027,22246,793
818, FWJCT,3019,21944,794
819, FWJCT,3066,23340,795
820, DMOND,3406,22357,796
821, DMOND,2673,22582,797
822, FWJCT,3279,22447,798
823, FWJCT,2847,22449,799
824, FWJCT,3097,23426,800
825, DMOND,5012,22534,801
826, FWJCT,4992,22312,802
827, FWJCT,5413,22402,803
828, FWJCT,5727,23321,804
829, FWJCT,5304,22308,805
830, FWJCT,5359,21978,806
831, DMOND,7257,23674,807
832, FWJCT,3062,26359,808
833, FWJCT,3089,24193,809
834, FWJCT,3055,26056,810
835, FWJCT,3070,26821,811
836, FWJCT,3020,28450,812
837, FWJCT,1838,23780,813
838, FWJCT,2565,23783,814
839, FWJCT,1357,23793,815
840, FWJCT,944,23816,816
841, FWJCT,3346,23756,817
842, FWJCT,1208,18477,818
843, FWJCT,6451,18465,819
844, FWJCT,8426,13255,820
845, FWJCT,6300,11141,821
846, FWJCT,6354,11143,822
847, FWJCT,7096,23777,823
848, FWJCT,5698,26371,824
849, FWJCT,5674,26059,825
850, FWJCT,5765,24182,826
851, FWJCT,5714,25038,827
852, FWJCT,5727,24799,828
853, FWJCT,5710,26769,829
854, FWJCT,5676,28605,830
855, DMOND,6092,26159,831
856, FWJCT,5892,26368,832
857, FWJCT,4715,26371,833
858, FWJCT,5480,26372,834
859, FWJCT,3291,26371,835
860, DMOND,2067,26546,836
861, FWJCT,2227,26367,837
862, FWJCT,2790,26369,838
863, FWJCT,3452,29010,839
864, FWJCT,3611,29011,840
865, FWJCT,2991,31635,841
866, FWJCT,3014,30324,842
867, FWJCT,3038,29344,843
868, FWJCT,3008,30004,844
869, FWJCT,1709,29012,845
870, FWJCT,3028,28732,846
871, FWJCT,7144,29000,847
872, FWJCT,5648,31664,848
873, FWJCT,5644,31395,849
874, DMOND,3724,29384,850
875, DMOND,3531,28708,851
876, FWJCT,3607,29251,852
877, FWJCT,3612,28832,853
878, FWJCT,3610,29123,854
879, FWJCT,6068,15760,855
880, FWJCT,5683,27480,856
881, FWJCT,5703,28063,857
882, FWJCT,5694,27675,858
883, DMOND,5242,27886,859
884, DMOND,6597,27508,860
885, FWJCT,5489,27686,861
886, FWJCT,6350,27674,862
887, FWJCT,5848,27675,863
888, DMOND,7179,31522,864
889, FWJCT,5702,29276,865
890, DMOND,3741,30210,866
891, FWJCT,3264,30329,867
892, FWJCT,2988,31208,868
893, FWJCT,3600,30350,869
894, FWJCT,3018,30739,870
895, DMOND,1494,31831,871
896, DMOND,3410,32864,872
897, FWJCT,5593,33870,873
898, FWJCT,2958,32945,874
899, FWJCT,3322,32957,875
900, FWJCT,3102,32958,876
901, FWJCT,3218,32956,877
902, FWJCT,2966,32465,878
