attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.256,"[-1.813, -0.7]",0.556,-3.766,0.000,11.483,ngd,33,247713594.152,0.161,-1.000,-0.256,0,0,fn
c,-7.526,"[-11.066, -3.986]",3.540,-3.546,0.001,11.483,ngd,33,247713594.152,0.161,-6.000,-1.526,0,0,fn
s,-3.831,"[-5.61, -2.052]",1.779,-3.592,0.001,11.483,ngd,33,247713594.152,0.161,-3.000,-0.831,0,0,fn
k0,-0.902,"[-1.621, -0.182]",0.720,-2.090,0.040,11.483,ngd,33,247713594.152,0.161,0.000,-0.902,0,1,fp
k1,0.846,"[-0.263, 1.955]",1.109,1.272,0.208,11.483,ngd,33,247713594.152,0.161,0.000,0.846,0,0,fp
k2,0.627,"[-0.217, 1.471]",0.844,1.240,0.219,11.483,ngd,33,247713594.152,0.161,0.000,0.627,0,0,fp
k3,0.467,"[-0.329, 1.262]",0.796,0.978,0.331,11.483,ngd,33,247713594.152,0.161,0.000,0.467,0,0,fp
k4,-1.469,"[-2.512, -0.425]",1.044,-2.348,0.022,11.483,ngd,33,247713594.152,0.161,0.000,-1.469,0,1,fp
k5,0.947,"[-0.099, 1.993]",1.046,1.511,0.136,11.483,ngd,33,247713594.152,0.161,0.000,0.947,0,0,fp
vot,0.167,,,,,11.483,ngd,33,247713594.152,0.161,0.167,0.000,0,0,fn
tt,-0.617,"[-0.847, -0.386]",0.230,-4.463,0.000,11.828,lm,33,167358593.117,0.132,-1.000,0.383,0,0,fn
c,-3.820,"[-5.235, -2.404]",1.416,-4.500,0.000,11.828,lm,33,167358593.117,0.132,-6.000,2.180,0,0,fn
s,-2.186,"[-3.004, -1.369]",0.817,-4.463,0.000,11.828,lm,33,167358593.117,0.132,-3.000,0.814,0,0,fn
k0,-0.308,"[-0.643, 0.028]",0.335,-1.530,0.131,11.828,lm,33,167358593.117,0.132,0.000,-0.308,0,0,fp
k1,-0.079,"[-0.527, 0.369]",0.448,-0.294,0.770,11.828,lm,33,167358593.117,0.132,0.000,-0.079,0,0,fp
k2,0.115,"[-0.314, 0.545]",0.429,0.448,0.656,11.828,lm,33,167358593.117,0.132,0.000,0.115,0,0,fp
k3,0.266,"[-0.121, 0.654]",0.388,1.146,0.256,11.828,lm,33,167358593.117,0.132,0.000,0.266,0,0,fp
k4,-0.177,"[-0.588, 0.235]",0.411,-0.716,0.477,11.828,lm,33,167358593.117,0.132,0.000,-0.177,0,0,fp
k5,-0.254,"[-0.691, 0.184]",0.438,-0.967,0.337,11.828,lm,33,167358593.117,0.132,0.000,-0.254,0,0,fp
vot,0.161,,,,,11.828,lm,33,167358593.117,0.132,0.167,-0.005,0,0,fn
tt,-0.617,"[-0.847, -0.386]",0.230,-4.463,0.000,23.167,ngd+lm,33,167358593.739,0.132,-1.000,0.383,0,0,fn
c,-3.820,"[-5.236, -2.404]",1.416,-4.500,0.000,23.167,ngd+lm,33,167358593.739,0.132,-6.000,2.180,0,0,fn
s,-2.187,"[-3.004, -1.369]",0.817,-4.463,0.000,23.167,ngd+lm,33,167358593.739,0.132,-3.000,0.813,0,0,fn
k0,-0.308,"[-0.643, 0.028]",0.335,-1.530,0.131,23.167,ngd+lm,33,167358593.739,0.132,0.000,-0.308,0,0,fp
k1,-0.079,"[-0.527, 0.369]",0.448,-0.294,0.770,23.167,ngd+lm,33,167358593.739,0.132,0.000,-0.079,0,0,fp
k2,0.115,"[-0.314, 0.545]",0.430,0.448,0.656,23.167,ngd+lm,33,167358593.739,0.132,0.000,0.115,0,0,fp
k3,0.266,"[-0.121, 0.654]",0.388,1.146,0.256,23.167,ngd+lm,33,167358593.739,0.132,0.000,0.266,0,0,fp
k4,-0.177,"[-0.588, 0.235]",0.411,-0.716,0.477,23.167,ngd+lm,33,167358593.739,0.132,0.000,-0.177,0,0,fp
k5,-0.254,"[-0.691, 0.184]",0.438,-0.966,0.337,23.167,ngd+lm,33,167358593.739,0.132,0.000,-0.254,0,0,fp
vot,0.161,,,,,23.167,ngd+lm,33,167358593.739,0.132,0.167,-0.005,0,0,fn
