stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.098,-6.148,-4.232,0.870,0.229,-0.118,-1.875,0.675,-1.119,102681835.649,0.179
norefined,2,-1.453,-6.283,-4.066,0.759,0.089,-0.225,-1.745,0.599,-1.009,97704982.351,0.231
norefined,3,-1.006,-6.382,-4.133,0.668,-0.007,-0.259,-1.632,0.533,-1.012,88196184.797,0.158
norefined,4,-1.433,-6.465,-3.985,0.621,-0.098,-0.305,-1.524,0.525,-0.891,82499712.220,0.222
norefined,5,-0.986,-6.566,-4.036,0.529,-0.194,-0.332,-1.399,0.467,-0.895,75557389.416,0.150
norefined,6,-1.424,-6.634,-3.890,0.501,-0.263,-0.352,-1.294,0.484,-0.772,70463910.118,0.215
norefined,7,-0.975,-6.735,-3.926,0.404,-0.357,-0.364,-1.167,0.430,-0.779,65444121.028,0.145
norefined,8,-1.426,-6.781,-3.794,0.406,-0.396,-0.365,-1.075,0.473,-0.656,61673505.229,0.210
norefined,9,-0.974,-6.880,-3.820,0.307,-0.485,-0.360,-0.955,0.416,-0.668,58014784.040,0.142
norefined,10,-1.433,-6.904,-3.706,0.341,-0.495,-0.355,-0.881,0.484,-0.548,55519700.334,0.208
refined,11,-1.433,-6.904,-3.706,0.341,-0.495,-0.355,-0.881,0.484,-0.548,55519700.334,0.208
refined,12,-2.248,-10.973,-4.352,1.686,-0.028,1.973,2.842,-0.792,-2.763,55180684.411,0.205
refined,13,-4.020,-20.142,-6.800,5.108,-1.931,5.673,3.028,-0.269,-5.182,26539466.567,0.200
refined,14,-15.111,-69.297,-22.657,17.254,-10.587,23.179,8.107,2.388,-20.585,18762474.943,0.218
refined,15,-22.014,-89.301,-33.540,18.928,-14.340,37.960,8.332,2.563,-24.394,80305162.994,0.247
refined,16,-38.640,-165.524,-57.183,40.389,-28.548,57.779,22.419,7.716,-47.012,24971312.939,0.233
refined,17,34.601,153.023,43.319,-30.887,7.234,-52.866,-8.339,-11.747,60.667,2953652188.210,0.226
refined,18,852.512,3824.769,1060.783,-739.118,225.330,-1321.693,-277.427,-287.158,1519.402,2869617691.984,0.223
refined,19,-21391.893,8932.563,-15307.240,1237.592,3964.602,5693.467,3646.615,-10973.423,17933.139,1392566591.412,-2.395
refined,20,-21391.893,8932.563,-15307.240,1237.592,3964.602,5693.467,3646.615,-10973.423,17933.139,1392566591.412,-2.395
