attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-15.111,"[-106.748, 76.526]",91.637,-0.299,0.771,74,0.250,18762474.943,0.083,-1.000,-14.111,1,0,fn
c,-69.297,"[-486.755, 348.162]",417.459,-0.301,0.770,74,0.250,18762474.943,0.083,-6.000,-63.297,1,0,fn
s,-22.657,"[-158.447, 113.133]",135.790,-0.302,0.769,74,0.250,18762474.943,0.083,-3.000,-19.657,1,0,fn
k0,17.254,"[-76.06, 110.568]",93.314,0.335,0.744,74,0.250,18762474.943,0.083,0.000,17.254,0,0,fp
k1,-10.587,"[-63.72, 42.546]",53.133,-0.361,0.726,74,0.250,18762474.943,0.083,0.000,-10.587,0,0,fp
k2,23.179,"[-121.77, 168.129]",144.949,0.290,0.778,74,0.250,18762474.943,0.083,0.000,23.179,0,0,fp
k3,8.107,"[-26.882, 43.096]",34.989,0.420,0.683,74,0.250,18762474.943,0.083,0.000,8.107,0,0,fp
k4,2.388,"[-20.567, 25.344]",22.956,0.189,0.854,74,0.250,18762474.943,0.083,0.000,2.388,0,0,fp
k5,-20.585,"[-140.025, 98.855]",119.440,-0.312,0.761,74,0.250,18762474.943,0.083,0.000,-20.585,0,0,fp
vot,0.218,,,,,74,0.250,18762474.943,0.083,0.167,0.051,0,0,fn
tt,-1.264,"[-1.97, -0.557]",0.707,-3.038,0.005,74,0.500,31710820.073,0.087,-1.000,-0.264,0,0,fn
c,-8.215,"[-12.633, -3.798]",4.418,-3.160,0.004,74,0.500,31710820.073,0.087,-6.000,-2.215,0,0,fn
s,-3.917,"[-5.822, -2.012]",1.905,-3.493,0.002,74,0.500,31710820.073,0.087,-3.000,-0.917,0,0,fn
k0,-0.459,"[-1.227, 0.309]",0.768,-1.016,0.318,74,0.500,31710820.073,0.087,0.000,-0.459,0,0,fp
k1,0.062,"[-1.0, 1.123]",1.061,0.099,0.922,74,0.500,31710820.073,0.087,0.000,0.062,0,0,fp
k2,-0.361,"[-1.265, 0.543]",0.904,-0.679,0.503,74,0.500,31710820.073,0.087,0.000,-0.361,0,0,fp
k3,0.293,"[-0.38, 0.967]",0.673,0.740,0.465,74,0.500,31710820.073,0.087,0.000,0.293,0,0,fp
k4,-0.002,"[-0.466, 0.462]",0.464,-0.008,0.994,74,0.500,31710820.073,0.087,0.000,-0.002,0,0,fp
k5,1.033,"[-0.097, 2.163]",1.130,1.554,0.131,74,0.500,31710820.073,0.087,0.000,1.033,0,0,fp
vot,0.154,,,,,74,0.500,31710820.073,0.087,0.167,-0.013,0,0,fn
tt,-1.231,"[-1.883, -0.58]",0.652,-3.169,0.003,74,0.750,76207332.989,0.108,-1.000,-0.231,0,0,fn
c,-6.935,"[-10.094, -3.777]",3.159,-3.683,0.001,74,0.750,76207332.989,0.108,-6.000,-0.935,0,0,fn
s,-3.585,"[-5.199, -1.972]",1.614,-3.726,0.001,74,0.750,76207332.989,0.108,-3.000,-0.585,0,0,fn
k0,0.157,"[-0.682, 0.997]",0.840,0.315,0.754,74,0.750,76207332.989,0.108,0.000,0.157,0,0,fp
k1,-0.654,"[-1.695, 0.387]",1.041,-1.054,0.297,74,0.750,76207332.989,0.108,0.000,-0.654,0,0,fp
k2,-0.057,"[-0.727, 0.613]",0.670,-0.143,0.887,74,0.750,76207332.989,0.108,0.000,-0.057,0,0,fp
k3,-0.121,"[-0.716, 0.473]",0.595,-0.342,0.734,74,0.750,76207332.989,0.108,0.000,-0.121,0,0,fp
k4,0.003,"[-0.481, 0.487]",0.484,0.010,0.992,74,0.750,76207332.989,0.108,0.000,0.003,0,0,fp
k5,-0.118,"[-1.172, 0.936]",1.054,-0.188,0.852,74,0.750,76207332.989,0.108,0.000,-0.118,0,0,fp
vot,0.178,,,,,74,0.750,76207332.989,0.108,0.167,0.011,0,0,fn
