stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,79.751,1.857,0.000,38,0,9,1838259107.424,71387645.082
refined,183.568,1.857,0.000,38,0,9,1838259107.424,31710820.073
