stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,14.819,2.347,0.000,19,0,9,795993546.351,55519700.334
refined,46.028,2.347,0.000,19,0,9,795993546.351,18762474.943
