stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.498,"[-2.742, -0.253]",1.244,-2.045,0.050
norefined,c,-6.555,"[-12.042, -1.069]",5.487,-2.030,0.052
norefined,s,-4.209,"[-7.076, -1.342]",2.867,-2.495,0.019
norefined,k0,0.241,"[-1.022, 1.504]",1.263,0.325,0.748
norefined,k1,-0.380,"[-2.151, 1.392]",1.772,-0.364,0.718
norefined,k2,-0.110,"[-1.432, 1.211]",1.321,-0.142,0.888
norefined,k3,-1.008,"[-2.032, 0.016]",1.024,-1.672,0.105
norefined,k4,-0.044,"[-0.808, 0.72]",0.764,-0.098,0.923
norefined,k5,-0.560,"[-2.405, 1.284]",1.845,-0.516,0.610
refined,tt,-1.264,"[-1.97, -0.557]",0.707,-3.038,0.005
refined,c,-8.215,"[-12.633, -3.798]",4.418,-3.160,0.004
refined,s,-3.917,"[-5.822, -2.012]",1.905,-3.493,0.002
refined,k0,-0.459,"[-1.227, 0.309]",0.768,-1.016,0.318
refined,k1,0.062,"[-1.0, 1.123]",1.061,0.099,0.922
refined,k2,-0.361,"[-1.265, 0.543]",0.904,-0.679,0.503
refined,k3,0.293,"[-0.38, 0.967]",0.673,0.740,0.465
refined,k4,-0.002,"[-0.466, 0.462]",0.464,-0.008,0.994
refined,k5,1.033,"[-0.097, 2.163]",1.130,1.554,0.131
