stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.661,-5.585,-4.068,0.118,-1.371,1.400,-1.059,-1.277,0.096,1287412541.719,0.476
norefined,2,-2.210,-5.704,-4.194,0.152,-1.340,1.343,-1.087,-1.352,0.023,989439563.402,0.387
norefined,3,-1.739,-5.798,-4.297,0.206,-1.306,1.315,-1.106,-1.389,-0.019,603571103.560,0.300
norefined,4,-1.256,-5.894,-4.359,0.229,-1.289,1.293,-1.079,-1.391,-0.061,290776783.700,0.213
norefined,5,-0.795,-5.981,-4.421,0.269,-1.274,1.289,-0.964,-1.288,-0.073,309694060.911,0.133
norefined,6,-1.280,-5.960,-4.379,0.277,-1.245,1.330,-0.924,-1.213,-0.022,271048735.793,0.215
norefined,7,-0.807,-6.045,-4.435,0.295,-1.240,1.306,-0.830,-1.139,-0.055,288497209.894,0.134
norefined,8,-1.295,-6.020,-4.391,0.300,-1.210,1.337,-0.795,-1.074,-0.007,257056412.024,0.215
norefined,9,-0.820,-6.105,-4.445,0.303,-1.209,1.301,-0.713,-1.014,-0.052,273280468.978,0.134
norefined,10,-1.309,-6.080,-4.400,0.306,-1.178,1.326,-0.682,-0.957,-0.005,246140794.784,0.215
refined,11,-1.309,-6.080,-4.400,0.306,-1.178,1.326,-0.682,-0.957,-0.005,246140794.784,0.215
refined,12,-0.812,-4.753,-2.519,-0.107,0.399,-0.061,0.537,0.357,-0.488,150293822.398,0.171
refined,13,-1.030,-6.024,-3.100,-0.171,0.069,0.142,0.870,0.005,-0.521,134258531.344,0.171
refined,14,-1.136,-6.676,-3.460,-0.176,-0.011,0.158,0.917,-0.054,-0.536,132990519.121,0.170
refined,15,-1.177,-6.912,-3.610,-0.179,-0.034,0.156,0.915,-0.058,-0.542,132838656.440,0.170
refined,16,-1.196,-7.011,-3.676,-0.180,-0.045,0.158,0.913,-0.057,-0.549,132814886.603,0.171
refined,17,-1.203,-7.050,-3.703,-0.180,-0.050,0.159,0.910,-0.057,-0.552,132810812.980,0.171
refined,18,-1.207,-7.067,-3.714,-0.180,-0.053,0.159,0.909,-0.056,-0.554,132810090.970,0.171
refined,19,-1.208,-7.073,-3.719,-0.180,-0.054,0.160,0.909,-0.056,-0.554,132809961.044,0.171
refined,20,-1.208,-7.076,-3.721,-0.180,-0.054,0.160,0.908,-0.056,-0.555,132809937.527,0.171
