attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.212,"[-1.703, -0.722]",0.491,-4.117,0.000,5.701,ngd,100,278423381.268,0.173,-1.000,-0.212,0,0,fn
c,-5.891,"[-8.343, -3.438]",2.452,-4.002,0.000,5.701,ngd,100,278423381.268,0.173,-6.000,0.109,0,0,fn
s,-3.943,"[-5.522, -2.363]",1.580,-4.158,0.000,5.701,ngd,100,278423381.268,0.173,-3.000,-0.943,0,0,fn
vot,0.206,,,,,5.701,ngd,100,278423381.268,0.173,0.167,0.039,0,0,fn
tt,0.267,"[-0.055, 0.589]",0.322,1.384,0.171,6.001,lm,100,3969551566.433,0.652,-1.000,1.267,1,0,fn
c,-5.834,"[-12.128, 0.46]",6.294,-1.544,0.127,6.001,lm,100,3969551566.433,0.652,-6.000,0.166,1,0,fn
s,-4.141,"[-8.535, 0.254]",4.394,-1.570,0.121,6.001,lm,100,3969551566.433,0.652,-3.000,-1.141,1,0,fn
vot,-0.046,,,,,6.001,lm,100,3969551566.433,0.652,0.167,-0.212,0,0,fn
tt,-1.206,"[-1.665, -0.748]",0.458,-4.384,0.000,11.683,ngd+lm,100,183389316.555,0.140,-1.000,-0.206,0,0,fn
c,-7.330,"[-10.157, -4.502]",2.827,-4.319,0.000,11.683,ngd+lm,100,183389316.555,0.140,-6.000,-1.330,0,0,fn
s,-3.677,"[-5.093, -2.261]",1.416,-4.327,0.000,11.683,ngd+lm,100,183389316.555,0.140,-3.000,-0.677,0,0,fn
vot,0.165,,,,,11.683,ngd+lm,100,183389316.555,0.140,0.167,-0.002,0,0,fn
