stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,71.207,2.023,0.000,0,9,4385239128.680,415069864.419,76
refined,95.024,2.023,0.000,0,9,4385239128.680,318592802.465,76
