stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.992,"[-2.285, 0.301]",1.293,-1.532,0.130
norefined,c,-6.456,"[-14.802, 1.889]",8.346,-1.544,0.127
norefined,s,-4.510,"[-10.492, 1.472]",5.982,-1.505,0.137
norefined,k0,0.204,"[-1.96, 2.367]",2.163,0.188,0.852
norefined,k1,0.546,"[-1.583, 2.675]",2.129,0.512,0.610
norefined,k2,0.286,"[-1.165, 1.738]",1.451,0.394,0.695
norefined,k3,-0.186,"[-2.277, 1.906]",2.091,-0.177,0.860
norefined,k4,1.531,"[-1.551, 4.613]",3.082,0.992,0.325
norefined,k5,-0.374,"[-2.1, 1.352]",1.726,-0.433,0.667
refined,tt,-0.134,"[-0.179, -0.088]",0.046,-5.850,0.000
refined,c,-0.845,"[-1.223, -0.468]",0.378,-4.469,0.000
refined,s,-0.403,"[-0.639, -0.166]",0.237,-3.398,0.001
refined,k0,-0.233,"[-0.532, 0.067]",0.300,-1.548,0.126
refined,k1,0.321,"[0.017, 0.624]",0.304,2.109,0.039
refined,k2,0.024,"[-0.223, 0.272]",0.247,0.196,0.845
refined,k3,-0.087,"[-0.453, 0.279]",0.366,-0.474,0.637
refined,k4,0.428,"[0.115, 0.741]",0.313,2.726,0.008
refined,k5,-0.031,"[-0.26, 0.197]",0.228,-0.275,0.785
