stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,17.702,2.347,0.000,0,9,689233530.193,40706148.968,19
refined,36.983,2.347,0.000,0,9,689233530.193,20103012.581,19
