stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,32.788,1.857,0.000,0,9,1492507419.835,133549587.571,38
refined,116.371,1.857,0.000,0,9,1492507419.835,40212997.266,38
