stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.113,-4.047,-4.018,1.734,-0.533,-0.761,0.853,0.502,-0.227,841143693.617,0.275
norefined,2,-0.710,-4.218,-4.011,1.555,-0.585,-0.783,0.783,0.420,-0.332,571353631.193,0.168
norefined,3,-1.119,-4.288,-3.907,1.394,-0.653,-0.876,0.697,0.322,-0.437,582285122.818,0.261
norefined,4,-0.657,-4.418,-3.920,1.281,-0.676,-0.878,0.662,0.279,-0.492,411973456.759,0.149
norefined,5,-1.130,-4.441,-3.820,1.213,-0.716,-0.924,0.613,0.228,-0.542,489113606.597,0.254
norefined,6,-0.654,-4.556,-3.842,1.131,-0.728,-0.917,0.585,0.199,-0.581,343483491.163,0.144
norefined,7,-1.137,-4.566,-3.745,1.090,-0.760,-0.943,0.550,0.161,-0.610,441715776.263,0.249
norefined,8,-0.655,-4.670,-3.776,1.030,-0.762,-0.930,0.527,0.143,-0.639,307811494.620,0.140
norefined,9,-1.142,-4.672,-3.681,1.004,-0.789,-0.944,0.500,0.110,-0.656,414569523.956,0.244
norefined,10,-0.656,-4.768,-3.719,0.960,-0.785,-0.927,0.481,0.100,-0.677,286703219.533,0.138
refined,11,-0.656,-4.768,-3.719,0.960,-0.785,-0.927,0.481,0.100,-0.677,286703219.533,0.138
refined,12,-0.649,-3.755,-1.571,0.010,0.078,0.136,0.331,0.120,-0.368,167771037.149,0.173
refined,13,-0.751,-4.744,-2.187,0.223,-0.049,0.103,0.416,0.040,-0.519,109891020.492,0.158
refined,14,-0.837,-5.327,-2.567,0.337,-0.154,0.048,0.462,0.068,-0.524,106660431.471,0.157
refined,15,-0.858,-5.468,-2.651,0.364,-0.179,0.026,0.468,0.085,-0.508,106528583.351,0.157
refined,16,-0.861,-5.489,-2.663,0.367,-0.183,0.022,0.469,0.089,-0.506,106525441.947,0.157
refined,17,-0.862,-5.492,-2.665,0.367,-0.183,0.022,0.469,0.089,-0.506,106525376.406,0.157
refined,18,-0.862,-5.492,-2.666,0.367,-0.183,0.022,0.469,0.089,-0.506,106525375.062,0.157
refined,19,-0.862,-5.492,-2.666,0.367,-0.183,0.022,0.469,0.089,-0.506,106525375.034,0.157
refined,20,-0.862,-5.492,-2.666,0.367,-0.183,0.022,0.469,0.089,-0.506,106525375.033,0.157
