stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.656,"[-1.085, -0.227]",0.429,-3.053,0.003
norefined,c,-4.768,"[-7.515, -2.022]",2.747,-3.465,0.001
norefined,s,-3.719,"[-5.908, -1.529]",2.189,-3.390,0.001
norefined,k0,0.960,"[-0.036, 1.956]",0.996,1.923,0.059
norefined,k1,-0.785,"[-1.943, 0.373]",1.158,-1.353,0.181
norefined,k2,-0.927,"[-1.765, -0.089]",0.838,-2.208,0.031
norefined,k3,0.481,"[-0.426, 1.389]",0.908,1.059,0.294
norefined,k4,0.100,"[-0.616, 0.815]",0.716,0.278,0.782
norefined,k5,-0.677,"[-1.527, 0.173]",0.850,-1.589,0.117
refined,tt,-0.862,"[-1.165, -0.558]",0.304,-5.659,0.000
refined,c,-5.492,"[-7.336, -3.648]",1.844,-5.945,0.000
refined,s,-2.666,"[-3.658, -1.674]",0.992,-5.364,0.000
refined,k0,0.367,"[-0.119, 0.853]",0.486,1.508,0.136
refined,k1,-0.183,"[-0.767, 0.4]",0.583,-0.628,0.532
refined,k2,0.022,"[-0.437, 0.481]",0.459,0.094,0.925
refined,k3,0.469,"[-0.111, 1.049]",0.580,1.613,0.111
refined,k4,0.089,"[-0.273, 0.451]",0.362,0.492,0.624
refined,k5,-0.506,"[-0.916, -0.095]",0.411,-2.455,0.017
