stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.697,"[-1.169, -0.225]",0.472,-2.950,0.004
norefined,c,-4.906,"[-7.849, -1.963]",2.943,-3.327,0.001
norefined,s,-3.596,"[-5.814, -1.377]",2.218,-3.235,0.002
norefined,k0,0.753,"[-0.255, 1.761]",1.008,1.491,0.141
norefined,k1,-0.846,"[-2.088, 0.397]",1.242,-1.359,0.179
norefined,k2,-0.903,"[-1.856, 0.051]",0.954,-1.889,0.063
norefined,k3,0.346,"[-0.622, 1.313]",0.968,0.713,0.479
norefined,k4,0.127,"[-0.62, 0.874]",0.747,0.340,0.735
norefined,k5,-0.553,"[-1.422, 0.316]",0.869,-1.270,0.208
refined,tt,-1.062,"[-1.455, -0.67]",0.392,-5.406,0.000
refined,c,-6.626,"[-8.913, -4.339]",2.287,-5.783,0.000
refined,s,-2.926,"[-4.068, -1.784]",1.142,-5.114,0.000
refined,k0,0.077,"[-0.425, 0.579]",0.502,0.306,0.760
refined,k1,-0.395,"[-1.027, 0.238]",0.633,-1.245,0.217
refined,k2,0.243,"[-0.332, 0.817]",0.574,0.844,0.402
refined,k3,0.026,"[-0.631, 0.683]",0.657,0.079,0.937
refined,k4,0.194,"[-0.205, 0.593]",0.399,0.970,0.335
refined,k5,0.145,"[-0.273, 0.563]",0.418,0.692,0.491
