stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.780,"[-1.659, 0.099]",0.879,-1.771,0.081
norefined,c,-6.771,"[-14.448, 0.906]",7.677,-1.760,0.083
norefined,s,-2.900,"[-5.94, 0.14]",3.040,-1.904,0.061
norefined,k0,-0.891,"[-3.755, 1.973]",2.864,-0.621,0.537
norefined,k1,1.240,"[-0.764, 3.245]",2.004,1.235,0.221
norefined,k2,-1.369,"[-4.018, 1.281]",2.649,-1.031,0.306
norefined,k3,-0.226,"[-2.16, 1.707]",1.933,-0.234,0.816
norefined,k4,-1.464,"[-3.493, 0.565]",2.029,-1.440,0.155
norefined,k5,-0.659,"[-2.877, 1.559]",2.218,-0.593,0.555
refined,tt,-0.780,"[-1.659, 0.099]",0.879,-1.771,0.081
refined,c,-6.771,"[-14.448, 0.906]",7.677,-1.760,0.083
refined,s,-2.900,"[-5.94, 0.14]",3.040,-1.904,0.061
refined,k0,-0.891,"[-3.755, 1.973]",2.864,-0.621,0.537
refined,k1,1.240,"[-0.764, 3.245]",2.004,1.235,0.221
refined,k2,-1.369,"[-4.018, 1.281]",2.649,-1.031,0.306
refined,k3,-0.226,"[-2.16, 1.707]",1.933,-0.234,0.816
refined,k4,-1.464,"[-3.493, 0.565]",2.029,-1.440,0.155
refined,k5,-0.659,"[-2.877, 1.559]",2.218,-0.593,0.555
