attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.780,"[-1.659, 0.099]",0.879,-1.771,0.081,100,0.800,1189775334.388,0.283,-1.000,0.220,0,0,fn
c,-6.771,"[-14.448, 0.906]",7.677,-1.760,0.083,100,0.800,1189775334.388,0.283,-6.000,-0.771,0,0,fn
s,-2.900,"[-5.94, 0.14]",3.040,-1.904,0.061,100,0.800,1189775334.388,0.283,-3.000,0.100,0,0,fn
k0,-0.891,"[-3.755, 1.973]",2.864,-0.621,0.537,100,0.800,1189775334.388,0.283,0.000,-0.891,0,0,fp
k1,1.240,"[-0.764, 3.245]",2.004,1.235,0.221,100,0.800,1189775334.388,0.283,0.000,1.240,0,0,fp
k2,-1.369,"[-4.018, 1.281]",2.649,-1.031,0.306,100,0.800,1189775334.388,0.283,0.000,-1.369,0,0,fp
k3,-0.226,"[-2.16, 1.707]",1.933,-0.234,0.816,100,0.800,1189775334.388,0.283,0.000,-0.226,0,0,fp
k4,-1.464,"[-3.493, 0.565]",2.029,-1.440,0.155,100,0.800,1189775334.388,0.283,0.000,-1.464,0,0,fp
k5,-0.659,"[-2.877, 1.559]",2.218,-0.593,0.555,100,0.800,1189775334.388,0.283,0.000,-0.659,0,0,fp
vot,0.115,,,,,100,0.800,1189775334.388,0.283,0.167,-0.051,0,0,fn
tt,-1.131,"[-1.799, -0.463]",0.668,-3.380,0.001,100,0.900,223077011.550,0.139,-1.000,-0.131,0,0,fn
c,-6.909,"[-10.607, -3.212]",3.697,-3.730,0.000,100,0.900,223077011.550,0.139,-6.000,-0.909,0,0,fn
s,-3.868,"[-6.02, -1.717]",2.152,-3.589,0.001,100,0.900,223077011.550,0.139,-3.000,-0.868,0,0,fn
k0,-0.236,"[-1.403, 0.93]",1.166,-0.405,0.687,100,0.900,223077011.550,0.139,0.000,-0.236,0,0,fp
k1,0.250,"[-0.397, 0.898]",0.648,0.771,0.443,100,0.900,223077011.550,0.139,0.000,0.250,0,0,fp
k2,0.752,"[-0.292, 1.797]",1.044,1.437,0.155,100,0.900,223077011.550,0.139,0.000,0.752,0,0,fp
k3,-0.013,"[-0.667, 0.64]",0.654,-0.041,0.967,100,0.900,223077011.550,0.139,0.000,-0.013,0,0,fp
k4,-0.324,"[-1.032, 0.384]",0.708,-0.914,0.364,100,0.900,223077011.550,0.139,0.000,-0.324,0,0,fp
k5,0.067,"[-0.631, 0.765]",0.698,0.192,0.849,100,0.900,223077011.550,0.139,0.000,0.067,0,0,fp
vot,0.164,,,,,100,0.900,223077011.550,0.139,0.167,-0.003,0,0,fn
tt,-0.990,"[-1.438, -0.542]",0.448,-4.409,0.000,100,1.100,162910266.374,0.146,-1.000,0.010,0,0,fn
c,-5.680,"[-7.984, -3.377]",2.304,-4.922,0.000,100,1.100,162910266.374,0.146,-6.000,0.320,0,0,fn
s,-2.586,"[-3.716, -1.455]",1.131,-4.565,0.000,100,1.100,162910266.374,0.146,-3.000,0.414,0,0,fn
k0,-0.112,"[-0.952, 0.728]",0.840,-0.266,0.791,100,1.100,162910266.374,0.146,0.000,-0.112,0,0,fp
k1,-0.362,"[-0.807, 0.082]",0.445,-1.626,0.109,100,1.100,162910266.374,0.146,0.000,-0.362,0,0,fp
k2,-0.108,"[-0.675, 0.459]",0.567,-0.379,0.706,100,1.100,162910266.374,0.146,0.000,-0.108,0,0,fp
k3,-0.421,"[-0.931, 0.088]",0.509,-1.651,0.104,100,1.100,162910266.374,0.146,0.000,-0.421,0,0,fp
k4,-0.156,"[-0.653, 0.341]",0.497,-0.627,0.533,100,1.100,162910266.374,0.146,0.000,-0.156,0,0,fp
k5,0.029,"[-0.494, 0.552]",0.523,0.111,0.912,100,1.100,162910266.374,0.146,0.000,0.029,0,0,fp
vot,0.174,,,,,100,1.100,162910266.374,0.146,0.167,0.008,0,0,fn
tt,-1.268,"[-2.358, -0.177]",1.090,-2.321,0.023,100,1.200,376652734.576,0.240,-1.000,-0.268,0,0,fn
c,-6.511,"[-11.455, -1.567]",4.944,-2.628,0.011,100,1.200,376652734.576,0.240,-6.000,-0.511,0,0,fn
s,-3.055,"[-5.531, -0.579]",2.476,-2.463,0.016,100,1.200,376652734.576,0.240,-3.000,-0.055,0,0,fn
k0,-0.460,"[-2.127, 1.207]",1.667,-0.551,0.584,100,1.200,376652734.576,0.240,0.000,-0.460,0,0,fp
k1,-0.819,"[-1.831, 0.193]",1.012,-1.615,0.111,100,1.200,376652734.576,0.240,0.000,-0.819,0,0,fp
k2,-0.313,"[-1.301, 0.675]",0.988,-0.633,0.529,100,1.200,376652734.576,0.240,0.000,-0.313,0,0,fp
k3,-0.375,"[-1.253, 0.502]",0.877,-0.854,0.396,100,1.200,376652734.576,0.240,0.000,-0.375,0,0,fp
k4,-0.231,"[-1.037, 0.575]",0.806,-0.572,0.569,100,1.200,376652734.576,0.240,0.000,-0.231,0,0,fp
k5,-0.347,"[-1.468, 0.773]",1.120,-0.619,0.538,100,1.200,376652734.576,0.240,0.000,-0.347,0,0,fp
vot,0.195,,,,,100,1.200,376652734.576,0.240,0.167,0.028,0,0,fn
