stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.461,"[-2.561, -0.362]",1.100,-2.216,0.030
norefined,c,-6.369,"[-11.094, -1.645]",4.725,-2.249,0.028
norefined,s,-3.321,"[-5.791, -0.851]",2.470,-2.243,0.028
norefined,k0,-1.355,"[-2.977, 0.268]",1.623,-1.392,0.168
norefined,k1,0.667,"[-0.529, 1.863]",1.196,0.930,0.356
norefined,k2,-0.526,"[-1.729, 0.676]",1.202,-0.730,0.468
norefined,k3,-0.140,"[-1.12, 0.839]",0.979,-0.239,0.812
norefined,k4,-0.216,"[-1.248, 0.817]",1.032,-0.348,0.729
norefined,k5,-0.357,"[-1.442, 0.729]",1.086,-0.548,0.586
refined,tt,-1.257,"[-2.075, -0.438]",0.819,-2.559,0.013
refined,c,-6.883,"[-11.308, -2.458]",4.425,-2.594,0.012
refined,s,-3.293,"[-5.272, -1.315]",1.978,-2.776,0.007
refined,k0,-1.207,"[-2.746, 0.333]",1.540,-1.308,0.195
refined,k1,0.316,"[-0.481, 1.112]",0.796,0.661,0.511
refined,k2,-0.550,"[-1.767, 0.667]",1.217,-0.753,0.454
refined,k3,0.150,"[-0.669, 0.97]",0.820,0.306,0.761
refined,k4,-0.292,"[-1.138, 0.554]",0.846,-0.575,0.567
refined,k5,-0.316,"[-1.382, 0.749]",1.065,-0.495,0.622
