stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,41.833,1.727,0.000,0,9,2860286483.409,432111200.408,76
refined,47.750,1.727,0.000,0,9,2860286483.409,385788632.344,76
